instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-219 33 0.274621 16 0.291667 352380 60972 60972 360572 62160 482138 76105 76105 145929 122255 122255
r-142 34 0.294118 17 0.323529 247932 82874 82874 258441 85089 373134 111162 111162 245111 166075 166075
r-779 22 0.320346 30 0.301149 1230067 1667293 1230067 1618539 1330524 1892679 2888434 1892679 1457635 1797824 1457635
r-695 20 0.326316 16 0.316667 41857 33571 33571 44945 30514 66050 49972 49972 36862 38087 38087
r-551 26 0.295385 29 0.305419 5976497 6765150 5976497 7682845 5418734 9944306 11515957 9944306 11534471 6619559 11534471
r-862 14 0.274725 16 0.275 1830 2001 1830 2178 2045 2011 2618 2011 4772 4601 4772
r-486 42 0.319396 16 0.241667 217090 79608 79608 222291 79579 267497 90946 90946 307932 150096 150096
r-140 46 0.331401 26 0.28 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-10 20 0.273684 39 0.288799 1390341 3235948 1390341 3077317 1403227 1937372 5078065 1937372 3235536 2634707 3235536
r-128 38 0.314367 14 0.285714 109636 118979 118979 111367 124562 124868 126515 126515 110445 25292 25292
r-536 24 0.300725 48 0.329787 41516539 -1 41516539 -1 40989766 65898413 -1 65898413 55154605 39072074 55154605
r-655 39 0.306343 24 0.293478 15855699 9911383 9911383 17302649 9918278 26813320 14700398 14700398 16178297 37557810 37557810
r-929 50 0.284082 43 0.305648 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-510 41 0.310976 49 0.303571 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-187 21 0.280952 17 0.330882 53857 18963 18963 57693 18510 86323 28706 28706 33017 48412 48412
r-744 49 0.319728 44 0.313953 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-103 25 0.313333 45 0.318182 36757909 66274295 36757909 64114248 36283644 60213655 -1 60213655 75000758 -1 75000758
r-576 31 0.301075 16 0.241667 171950 109809 109809 183552 112182 236863 140251 140251 100254 137948 137948
r-506 15 0.228571 27 0.321937 37075 23936 37075 23467 37544 45192 30155 45192 92417 63274 92417
r-843 37 0.277778 16 0.316667 228310 78643 78643 232881 81217 311893 99171 99171 281602 182085 182085
r-399 39 0.296896 11 0.236364 71 100 100 71 107 87 91 91 1893 1285 1285
r-207 16 0.375 27 0.2849 14979 54423 14979 49017 17444 20680 87631 20680 53447 38202 53447
r-760 14 0.208791 37 0.274775 4096 16437 4096 15092 4331 4138 16510 4138 269790 115468 269790
r-84 25 0.306667 47 0.283071 42803331 -1 42803331 -1 43601840 64957057 -1 64957057 65762130 -1 65762130
r-946 23 0.351779 21 0.271429 94992 316707 316707 112748 208715 138243 501429 501429 379621 372418 372418
r-897 13 0.333333 35 0.290756 4663 19031 4663 17833 4727 4532 20197 4532 27895 23345 27895
