instance n_pattern n_target runtime_realkdown runtime_kdown solsize solsize_over_n_pattern
g13-g96 49 2000 845354 1000000 41 0.836734693878
g13-g97 49 2000 73840 109579 41 0.836734693878
g13-g98 49 2000 625224 1000000 41 0.836734693878
g13-g99 49 2000 624082 1000000 41 0.836734693878
g14-g112 50 6671 881667 1000000 44 0.88
g14-g69 50 500 1085 70 44 0.88
g14-g71 50 501 1014 246 44 0.88
g14-g80 50 891 1000000 131466 42 0.84
g14-g95 50 2000 1000000 637 45 0.9
g14-g98 50 2000 1000000 2453 45 0.9
g14-g99 50 2000 1000000 2491 45 0.9
g15-g61 50 331 1000000 119 40 0.8
g15-g69 50 500 1043 73 42 0.84
g15-g70 50 501 999 16632 41 0.82
g15-g71 50 501 1000000 601185 42 0.84
g15-g72 50 561 1425 1000000 42 0.84
g15-g80 50 891 3461 240 40 0.8
g15-g95 50 2000 92079 1000000 41 0.82
g15-g96 50 2000 839833 1000000 41 0.82
g15-g97 50 2000 76221 114136 41 0.82
g15-g98 50 2000 637248 1000000 41 0.82
g15-g99 50 2000 634204 1000000 41 0.82
g17-g110 64 5448 31311 300 64 1.0
g17-g78 64 627 225 11 64 1.0
g17-g79 64 763 251 6 64 1.0
g17-g83 64 1024 580 9 64 1.0
g17-g87 64 1057 3990 26236 64 1.0
g17-g88 64 1057 3064 534 64 1.0
g17-g90 64 1430 1121 27 64 1.0
g17-g94 64 1860 3128 527 64 1.0
g18-g110 64 5448 31441 109337 64 1.0
g18-g78 64 627 7650 1000000 64 1.0
g18-g79 64 763 228 6 64 1.0
g18-g83 64 1024 497 14 64 1.0
g18-g90 64 1430 1155 18 64 1.0
g18-g94 64 1860 3158 434 64 1.0
g2-g101 10 2184 2656 57 10 1.0
g2-g102 10 2184 2693 43 10 1.0
g2-g103 10 2184 2976 43 10 1.0
g2-g104 10 3300 7889 137 10 1.0
g2-g105 10 3317 7735 105 10 1.0
g2-g106 10 4493 17443 244 10 1.0
g2-g107 10 4494 17253 228 10 1.0
g2-g108 10 4866 21440 222 10 1.0
g2-g109 10 5040 22978 221 10 1.0
g2-g110 10 5448 29957 284 10 1.0
g2-g111 10 5757 33614 368 10 1.0
g2-g112 10 6671 50249 431 10 1.0
g2-g51 10 138 11 1 10 1.0
g2-g52 10 161 10 0 10 1.0
g2-g53 10 168 12 0 10 1.0
g2-g54 10 256 38 0 10 1.0
g2-g55 10 256 25 0 10 1.0
g2-g56 10 256 25 0 10 1.0
g2-g57 10 280 83341 393 7 0.7
g2-g61 10 331 53 1 10 1.0
g2-g62 10 377 67 1 10 1.0
g2-g63 10 400 74 1 10 1.0
g2-g64 10 400 157 3 10 1.0
g2-g65 10 435 76 2 10 1.0
g2-g67 10 462 69 2 10 1.0
g2-g68 10 462 141 3 10 1.0
g2-g69 10 500 85 3 10 1.0
g2-g70 10 501 80 3 10 1.0
g2-g71 10 501 86 2 10 1.0
g2-g72 10 561 122 2 10 1.0
g2-g74 10 585 204 3 10 1.0
g2-g75 10 610 173 3 10 1.0
g2-g76 10 610 339 14 10 1.0
g2-g77 10 610 488 369 10 1.0
g2-g78 10 627 167 3 10 1.0
g2-g79 10 763 315 7 10 1.0
g2-g80 10 891 599 9 9 0.9
g2-g81 10 1010 471 9 10 1.0
g2-g83 10 1024 420 9 10 1.0
g2-g84 10 1024 1310 18 10 1.0
g2-g85 10 1050 470 20 10 1.0
g2-g87 10 1057 501 10 10 1.0
g2-g88 10 1057 518 11 10 1.0
g2-g89 10 1092 506 10 10 1.0
g2-g90 10 1430 1000 17 10 1.0
g2-g91 10 1446 1027 20 10 1.0
g2-g92 10 1619 1366 34 10 1.0
g2-g94 10 1860 1863 32 10 1.0
g2-g95 10 2000 2121 37 10 1.0
g2-g96 10 2000 2149 38 10 1.0
g2-g97 10 2000 2139 39 10 1.0
g2-g98 10 2000 2187 38 10 1.0
g2-g99 10 2000 2354 37 10 1.0
g21-g100 64 2016 1000000 329241 4 0.0625
g21-g52 64 161 348629 35471 4 0.0625
g21-g53 64 168 1000000 42171 9 0.140625
g21-g54 64 256 1000000 115044 4 0.0625
g21-g55 64 256 964290 75966 4 0.0625
g21-g56 64 256 1000000 138332 4 0.0625
g21-g57 64 280 21084 822 5 0.078125
g21-g61 64 331 1000000 35931 6 0.09375
g21-g62 64 377 1000000 276356 4 0.0625
g21-g63 64 400 1000000 633875 10 0.15625
g21-g65 64 435 1000000 127966 6 0.09375
g21-g67 64 462 1000000 78759 4 0.0625
g21-g69 64 500 1000000 36001 7 0.109375
g21-g70 64 501 562256 8344 6 0.09375
g21-g71 64 501 1000000 37614 7 0.109375
g21-g72 64 561 241477 4178 9 0.140625
g21-g74 64 585 1000000 838054 4 0.0625
g21-g78 64 627 1000000 801262 4 0.0625
g21-g79 64 763 1000000 172703 4 0.0625
g21-g80 64 891 76771 6165 6 0.09375
g21-g81 64 1010 1000000 439739 6 0.09375
g21-g83 64 1024 1000000 872725 4 0.0625
g21-g85 64 1050 1000000 91543 4 0.0625
g21-g87 64 1057 1000000 592235 4 0.0625
g21-g88 64 1057 1000000 735491 4 0.0625
g21-g89 64 1092 1000000 156714 4 0.0625
g21-g90 64 1430 1000000 716348 4 0.0625
g21-g91 64 1446 1000000 104227 7 0.109375
g21-g92 64 1619 1000000 126341 7 0.109375
g21-g94 64 1860 1000000 965758 4 0.0625
g21-g95 64 2000 1000000 35663 8 0.125
g21-g96 64 2000 1000000 40666 8 0.125
g21-g97 64 2000 219736 26607 10 0.15625
g21-g98 64 2000 1000000 47785 9 0.140625
g21-g99 64 2000 1000000 48851 9 0.140625
g24-g63 75 400 1723 786 75 1.0
g24-g95 75 2000 1000000 340030 73 0.973333333333
g24-g96 75 2000 1000000 967 74 0.986666666667
g24-g97 75 2000 1000000 486 74 0.986666666667
g24-g98 75 2000 1000000 16338 74 0.986666666667
g24-g99 75 2000 1000000 16459 74 0.986666666667
g25-g72 75 561 499483 391277 66 0.88
g28-g110 97 5448 283582 1000000 97 1.0
g28-g57 97 280 1000000 535944 87 0.896907216495
g28-g87 97 1057 688 1000000 97 1.0
g28-g88 97 1057 5811 1000000 97 1.0
g3-g100 10 2016 91012 65869 6 0.6
g3-g101 10 2184 177558 28260 7 0.7
g3-g102 10 2184 519350 89824 7 0.7
g3-g103 10 2184 1000000 511424 7 0.7
g3-g104 10 3300 86033 16178 7 0.7
g3-g105 10 3317 86877 16057 7 0.7
g3-g106 10 4493 368440 91809 7 0.7
g3-g107 10 4494 212261 43288 7 0.7
g3-g108 10 4866 265138 55006 7 0.7
g3-g109 10 5040 573107 138904 7 0.7
g3-g111 10 5757 490260 111986 7 0.7
g3-g112 10 6671 168912 7782 8 0.8
g3-g51 10 138 107 15 8 0.8
g3-g52 10 161 1582 353 7 0.7
g3-g53 10 168 1005 181 7 0.7
g3-g54 10 256 29239 6727 7 0.7
g3-g55 10 256 18341 3777 7 0.7
g3-g56 10 256 35526 8473 7 0.7
g3-g57 10 280 772 99 6 0.6
g3-g61 10 331 1317 213 7 0.7
g3-g62 10 377 16158 4836 7 0.7
g3-g63 10 400 70459 16700 7 0.7
g3-g64 10 400 161 9 10 1.0
g3-g65 10 435 622 1415 9 0.9
g3-g67 10 462 16921 2435 7 0.7
g3-g68 10 462 142 2 10 1.0
g3-g69 10 500 2569 612 7 0.7
g3-g70 10 501 844 169 7 0.7
g3-g71 10 501 2718 471 7 0.7
g3-g72 10 561 348 15 8 0.8
g3-g74 10 585 386344 132200 7 0.7
g3-g78 10 627 259216 75309 7 0.7
g3-g79 10 763 33206 7152 7 0.7
g3-g80 10 891 1109 52 7 0.7
g3-g81 10 1010 5382 5287 9 0.9
g3-g83 10 1024 324869 81268 7 0.7
g3-g85 10 1050 4840 493 7 0.7
g3-g87 10 1057 204691 43837 7 0.7
g3-g88 10 1057 257298 54778 7 0.7
g3-g89 10 1092 14760 1640 7 0.7
g3-g90 10 1430 144498 28370 7 0.7
g3-g91 10 1446 4406 576 8 0.8
g3-g92 10 1619 5617 484 8 0.8
g3-g94 10 1860 108110 25453 7 0.7
g3-g95 10 2000 9790 404 7 0.7
g3-g96 10 2000 10844 572 7 0.7
g3-g97 10 2000 10270 568 7 0.7
g3-g98 10 2000 13385 1225 7 0.7
g3-g99 10 2000 13202 1221 7 0.7
g32-g100 100 2016 218468 81182 2 0.02
g32-g101 100 2184 301545 153028 2 0.02
g32-g102 100 2184 305570 204774 2 0.02
g32-g103 100 2184 323082 370807 2 0.02
g32-g104 100 3300 698683 181685 12 0.12
g32-g105 100 3317 708910 179237 12 0.12
g32-g106 100 4493 1000000 326547 13 0.13
g32-g107 100 4494 1000000 331874 12 0.12
g32-g108 100 4866 1000000 365480 13 0.13
g32-g109 100 5040 1000000 636720 2 0.02
g32-g111 100 5757 1000000 540476 13 0.13
g32-g52 100 161 3513 8719 2 0.02
g32-g53 100 168 114435 6935 8 0.08
g32-g54 100 256 8756 18822 2 0.02
g32-g55 100 256 6445 14901 2 0.02
g32-g56 100 256 9521 21267 2 0.02
g32-g57 100 280 3306 1765 4 0.04
g32-g61 100 331 1000000 111269 3 0.03
g32-g62 100 377 11512 42283 2 0.02
g32-g65 100 435 12173 49829 3 0.03
g32-g67 100 462 10987 17169 2 0.02
g32-g69 100 500 9901 21275 4 0.04
g32-g70 100 501 12694 14086 3 0.03
g32-g71 100 501 10036 22098 4 0.04
g32-g72 100 561 1000000 60608 5 0.05
g32-g74 100 585 21647 89188 2 0.02
g32-g75 100 610 85619 925483 2 0.02
g32-g76 100 610 235846 1000000 2 0.02
g32-g77 100 610 301665 1000000 2 0.02
g32-g78 100 627 55469 84944 2 0.02
g32-g79 100 763 31889 35870 2 0.02
g32-g80 100 891 29834 13879 4 0.04
g32-g81 100 1010 60207 131950 3 0.03
g32-g83 100 1024 65400 105373 2 0.02
g32-g84 100 1024 696159 1000000 2 0.02
g32-g85 100 1050 57667 26388 2 0.02
g32-g87 100 1057 79128 89162 2 0.02
g32-g88 100 1057 90334 93346 2 0.02
g32-g89 100 1092 63474 34450 2 0.02
g32-g90 100 1430 134391 96113 2 0.02
g32-g91 100 1446 104266 138257 4 0.04
g32-g92 100 1619 136564 134968 4 0.04
g32-g94 100 1860 233342 123286 2 0.02
g32-g95 100 2000 210122 71342 6 0.06
g32-g96 100 2000 208698 68519 7 0.07
g32-g97 100 2000 205319 65802 9 0.09
g32-g98 100 2000 209619 71702 8 0.08
g32-g99 100 2000 208518 65678 8 0.08
g34-g109 120 5040 25323 251 120 1.0
g34-g83 120 1024 686 21 120 1.0
g38-g100 121 2016 58061 4056 105 0.867768595041
g38-g101 121 2184 158467 9782 107 0.884297520661
g38-g102 121 2184 822363 47324 107 0.884297520661
g38-g103 121 2184 1000000 448563 107 0.884297520661
g38-g109 121 5040 1000000 195672 106 0.876033057851
g38-g112 121 6671 1000000 91250 108 0.892561983471
g38-g57 121 280 1166 61 106 0.876033057851
g38-g67 121 462 13169 700 107 0.884297520661
g38-g69 121 500 36999 764 106 0.876033057851
g38-g70 121 501 6859 317 106 0.876033057851
g38-g71 121 501 19156 7091 107 0.884297520661
g38-g72 121 561 5625 1000000 107 0.884297520661
g38-g79 121 763 240097 1000000 107 0.884297520661
g38-g80 121 891 7861 662 106 0.876033057851
g38-g81 121 1010 1000000 109686 107 0.884297520661
g38-g83 121 1024 1000000 62613 107 0.884297520661
g38-g85 121 1050 44872 1648 105 0.867768595041
g38-g88 121 1057 1000000 98814 108 0.892561983471
g38-g89 121 1092 39608 1905 106 0.876033057851
g38-g90 121 1430 570131 12889 107 0.884297520661
g38-g91 121 1446 350513 1000000 107 0.884297520661
g38-g94 121 1860 553905 13474 107 0.884297520661
g38-g95 121 2000 62012 4370 106 0.876033057851
g38-g96 121 2000 81699 4811 106 0.876033057851
g38-g97 121 2000 69669 4195 106 0.876033057851
g38-g98 121 2000 268199 12176 106 0.876033057851
g38-g99 121 2000 268975 12281 106 0.876033057851
g39-g61 121 331 76 1 121 1.0
g4-g100 10 2016 18849 593 2 0.2
g4-g101 10 2184 24109 977 2 0.2
g4-g102 10 2184 24170 1175 2 0.2
g4-g103 10 2184 25690 1323 2 0.2
g4-g104 10 3300 7670 105 10 1.0
g4-g105 10 3317 7751 108 10 1.0
g4-g106 10 4493 17371 194 10 1.0
g4-g107 10 4494 17208 218 10 1.0
g4-g108 10 4866 21570 247 10 1.0
g4-g109 10 5040 205820 4529 2 0.2
g4-g110 10 5448 272293 6347 2 0.2
g4-g111 10 5757 33574 434 10 1.0
g4-g112 10 6671 350554 4222 4 0.4
g4-g51 10 138 16 0 10 1.0
g4-g52 10 161 93 15 2 0.2
g4-g53 10 168 49 1 8 0.8
g4-g54 10 256 254 46 2 0.2
g4-g55 10 256 260 41 2 0.2
g4-g56 10 256 262 45 2 0.2
g4-g57 10 280 146 7 4 0.4
g4-g61 10 331 1349 114 3 0.3
g4-g62 10 377 501 90 2 0.2
g4-g63 10 400 8418 400 7 0.7
g4-g64 10 400 1000000 254387 7 0.7
g4-g65 10 435 614 100 3 0.3
g4-g67 10 462 614 72 2 0.2
g4-g68 10 462 16073 388 7 0.7
g4-g69 10 500 602 47 4 0.4
g4-g70 10 501 616 39 3 0.3
g4-g71 10 501 581 47 4 0.4
g4-g72 10 561 606 23 5 0.5
g4-g74 10 585 1153 164 2 0.2
g4-g75 10 610 1738 689 2 0.2
g4-g76 10 610 3018 6277 2 0.2
g4-g77 10 610 4591 21972 2 0.2
g4-g78 10 627 1597 218 2 0.2
g4-g79 10 763 1832 153 2 0.2
g4-g80 10 891 1810 97 4 0.4
g4-g81 10 1010 3861 318 3 0.3
g4-g83 10 1024 4050 363 2 0.2
g4-g84 10 1024 11825 9274 2 0.2
g4-g85 10 1050 4132 208 2 0.2
g4-g87 10 1057 4723 290 2 0.2
g4-g88 10 1057 4638 426 2 0.2
g4-g89 10 1092 4537 240 2 0.2
g4-g90 10 1430 8784 500 2 0.2
g4-g91 10 1446 7110 231 4 0.4
g4-g92 10 1619 9169 351 4 0.4
g4-g94 10 1860 16417 760 2 0.2
g4-g95 10 2000 10598 212 6 0.6
g4-g96 10 2000 8474 180 7 0.7
g4-g97 10 2000 4247 53 9 0.9
g4-g98 10 2000 6496 86 8 0.8
g4-g99 10 2000 6599 86 8 0.8
g5-g101 11 2184 5301 82 10 0.909090909091
g5-g102 11 2184 5455 82 10 0.909090909091
g5-g103 11 2184 5714 152 10 0.909090909091
g5-g104 11 3300 15482 199 10 0.909090909091
g5-g105 11 3317 15585 202 10 0.909090909091
g5-g106 11 4493 35701 395 10 0.909090909091
g5-g107 11 4494 34717 394 10 0.909090909091
g5-g108 11 4866 43116 464 10 0.909090909091
g5-g109 11 5040 45945 424 10 0.909090909091
g5-g110 11 5448 61827 573 10 0.909090909091
g5-g111 11 5757 67272 614 10 0.909090909091
g5-g112 11 6671 102130 423 10 0.909090909091
g5-g51 11 138 31 0 11 1.0
g5-g52 11 161 20 0 10 0.909090909091
g5-g53 11 168 31 3 10 0.909090909091
g5-g54 11 256 79 2 10 0.909090909091
g5-g55 11 256 68 1 10 0.909090909091
g5-g56 11 256 53 2 10 0.909090909091
g5-g57 11 280 81554 393 7 0.636363636364
g5-g61 11 331 71 2 10 0.909090909091
g5-g62 11 377 109 3 10 0.909090909091
g5-g63 11 400 309 84 10 0.909090909091
g5-g64 11 400 172 2 11 1.0
g5-g65 11 435 225 6 10 0.909090909091
g5-g67 11 462 155 3 10 0.909090909091
g5-g68 11 462 220 3 11 1.0
g5-g69 11 500 101 3 11 1.0
g5-g70 11 501 157 6 10 0.909090909091
g5-g71 11 501 86 2 11 1.0
g5-g72 11 561 201 8 10 0.909090909091
g5-g74 11 585 339 8 10 0.909090909091
g5-g75 11 610 351 34 10 0.909090909091
g5-g76 11 610 801 170 10 0.909090909091
g5-g77 11 610 1000 914 10 0.909090909091
g5-g78 11 627 407 15 10 0.909090909091
g5-g79 11 763 403 11 10 0.909090909091
g5-g80 11 891 783 15 9 0.818181818182
g5-g81 11 1010 983 25 10 0.909090909091
g5-g83 11 1024 881 23 10 0.909090909091
g5-g84 11 1024 2494 259 10 0.909090909091
g5-g85 11 1050 957 39 10 0.909090909091
g5-g87 11 1057 1017 23 10 0.909090909091
g5-g88 11 1057 1185 22 10 0.909090909091
g5-g89 11 1092 1033 27 10 0.909090909091
g5-g90 11 1430 1931 49 10 0.909090909091
g5-g91 11 1446 2038 22 10 0.909090909091
g5-g92 11 1619 2896 38 10 0.909090909091
g5-g94 11 1860 3827 61 10 0.909090909091
g5-g95 11 2000 4299 70 10 0.909090909091
g5-g96 11 2000 4332 72 10 0.909090909091
g5-g97 11 2000 4253 70 10 0.909090909091
g5-g98 11 2000 4347 89 10 0.909090909091
g5-g99 11 2000 4335 70 10 0.909090909091
g6-g112 19 6671 101356 1249 18 0.947368421053
g6-g51 19 138 802 111 17 0.894736842105
g6-g52 19 161 1000000 7108 16 0.842105263158
g6-g53 19 168 1000000 340596 15 0.789473684211
g6-g54 19 256 1000000 114264 16 0.842105263158
g6-g55 19 256 1000000 4232 16 0.842105263158
g6-g56 19 256 1000000 335721 16 0.842105263158
g6-g57 19 280 646120 320 14 0.736842105263
g6-g61 19 331 385 20 16 0.842105263158
g6-g63 19 400 310 77762 18 0.947368421053
g6-g64 19 400 1754 3 19 1.0
g6-g65 19 435 1000000 11083 17 0.894736842105
g6-g69 19 500 956 12 17 0.894736842105
g6-g70 19 501 284 8 17 0.894736842105
g6-g71 19 501 855 25 17 0.894736842105
g6-g72 19 561 303 29105 17 0.894736842105
g6-g80 19 891 1071 45 16 0.842105263158
g6-g81 19 1010 882897 595328 16 0.842105263158
g6-g87 19 1057 1000000 325945 16 0.842105263158
g6-g88 19 1057 1000000 769809 16 0.842105263158
g6-g91 19 1446 2099 88 18 0.947368421053
g6-g92 19 1619 2769 72 18 0.947368421053
g6-g95 19 2000 8903 305 16 0.842105263158
g6-g96 19 2000 9542 310 16 0.842105263158
g6-g97 19 2000 8935 248 16 0.842105263158
g6-g98 19 2000 10867 809 16 0.842105263158
g6-g99 19 2000 11312 796 16 0.842105263158
g7-g100 20 2016 24081 1241 10 0.5
g7-g101 20 2184 214338 7599 10 0.5
g7-g102 20 2184 397432 20161 10 0.5
g7-g103 20 2184 28933 43621 11 0.55
g7-g104 20 3300 256622 12925 10 0.5
g7-g105 20 3317 259652 12967 10 0.5
g7-g106 20 4493 1000000 44526 10 0.5
g7-g107 20 4494 626852 27135 10 0.5
g7-g108 20 4866 801718 33216 10 0.5
g7-g109 20 5040 1000000 32058 10 0.5
g7-g110 20 5448 1000000 272684 11 0.55
g7-g111 20 5757 1000000 55623 10 0.5
g7-g112 20 6671 1000000 26136 11 0.55
g7-g51 20 138 42400 268 11 0.55
g7-g52 20 161 188 179 13 0.65
g7-g53 20 168 5793 531 10 0.5
g7-g54 20 256 21089 2187 11 0.55
g7-g55 20 256 2419 1059 11 0.55
g7-g56 20 256 40790 3074 11 0.55
g7-g57 20 280 265 33 10 0.5
g7-g61 20 331 1919 229 10 0.5
g7-g62 20 377 85315 2157 13 0.65
g7-g63 20 400 114161 7877 11 0.55
g7-g64 20 400 1000000 2 20 1.0
g7-g65 20 435 36470 6120 11 0.55
g7-g67 20 462 18376 694 10 0.5
g7-g68 20 462 1000000 95342 10 0.5
g7-g69 20 500 5480 469 10 0.5
g7-g70 20 501 1605 203 10 0.5
g7-g71 20 501 144784 5675 10 0.5
g7-g72 20 561 1041 99 11 0.55
g7-g75 20 610 196 5 20 1.0
g7-g76 20 610 332 14 20 1.0
g7-g77 20 610 525 12 20 1.0
g7-g78 20 627 466808 17173 11 0.55
g7-g79 20 763 16263 1571 11 0.55
g7-g80 20 891 3115 238 10 0.5
g7-g81 20 1010 9293 15800 11 0.55
g7-g83 20 1024 267037 12460 11 0.55
g7-g85 20 1050 5089 545 10 0.5
g7-g87 20 1057 88704 5122 11 0.55
g7-g88 20 1057 205419 8467 11 0.55
g7-g89 20 1092 8790 783 10 0.5
g7-g90 20 1430 204735 6603 10 0.5
g7-g91 20 1446 71003 1507 11 0.55
g7-g92 20 1619 20375 1846 11 0.55
g7-g94 20 1860 225965 7005 10 0.5
g7-g95 20 2000 25882 1486 10 0.5
g7-g96 20 2000 27844 1642 10 0.5
g7-g97 20 2000 26659 1640 10 0.5
g7-g98 20 2000 35803 2358 10 0.5
g7-g99 20 2000 35873 2307 10 0.5
g8-g51 30 138 1000000 188117 23 0.766666666667
g8-g61 30 331 1000000 368052 24 0.8
g8-g63 30 400 608621 1000000 27 0.9
g8-g69 30 500 268498 6142 25 0.833333333333
g8-g70 30 501 114565 2984 24 0.8
g8-g71 30 501 385349 2830 25 0.833333333333
g8-g72 30 561 1000000 171528 23 0.766666666667
g8-g80 30 891 23592 33538 23 0.766666666667
g8-g91 30 1446 1000000 142998 25 0.833333333333
g8-g92 30 1619 1000000 225172 25 0.833333333333
g8-g95 30 2000 532258 282148 24 0.8
g8-g96 30 2000 174618 379140 25 0.833333333333
g8-g97 30 2000 641301 381835 24 0.8
g8-g98 30 2000 636140 1000000 25 0.833333333333
g8-g99 30 2000 656652 1000000 25 0.833333333333
g9-g63 37 400 8604 367 36 0.972972972973
g10-g93-normed 41 1800 138613 1000000 41 1.0
g12-g86-normed 48 1050 1000000 102808 32 0.666666666667
g2-g58-normed 10 280 26 0 10 1.0
g2-g59-normed 10 280 25 0 10 1.0
g2-g60-normed 10 280 34 1 10 1.0
g2-g66-normed 10 435 75 2 10 1.0
g2-g73-normed 10 561 140 3 10 1.0
g2-g82-normed 10 1010 502 9 10 1.0
g2-g86-normed 10 1050 562 17 10 1.0
g2-g93-normed 10 1800 7608 61 10 1.0
g21-g58-normed 64 280 1000000 20549 10 0.15625
g21-g59-normed 64 280 857389 13168 10 0.15625
g21-g66-normed 64 435 899446 35622 6 0.09375
g21-g82-normed 64 1010 1000000 439883 6 0.09375
g21-g86-normed 64 1050 1000000 86908 4 0.0625
g24-g59-normed 75 280 557546 1000000 75 1.0
g24-g60-normed 75 280 56 1000000 75 1.0
g24-g73-normed 75 561 430 46791 75 1.0
g25-g58-normed 75 280 1000000 348518 69 0.92
g25-g59-normed 75 280 1000000 319378 69 0.92
g3-g58-normed 10 280 185 47 8 0.8
g3-g59-normed 10 280 148 21 8 0.8
g3-g60-normed 10 280 258 73 9 0.9
g3-g66-normed 10 435 287 343 9 0.9
g3-g73-normed 10 561 506 140 9 0.9
g3-g82-normed 10 1010 5438 5526 9 0.9
g3-g86-normed 10 1050 4843 479 7 0.7
g3-g93-normed 10 1800 7525 67 10 1.0
g32-g58-normed 100 280 3553 93218 9 0.09
g32-g59-normed 100 280 3462 33962 9 0.09
g32-g66-normed 100 435 11050 17337 3 0.03
g32-g82-normed 100 1010 60612 131427 3 0.03
g32-g86-normed 100 1050 57215 26385 2 0.02
g38-g58-normed 121 280 37237 1000000 107 0.884297520661
g38-g59-normed 121 280 15473 1000000 108 0.892561983471
g38-g82-normed 121 1010 1000000 111950 107 0.884297520661
g38-g86-normed 121 1050 44237 1616 105 0.867768595041
g4-g58-normed 10 280 49 1 9 0.9
g4-g59-normed 10 280 49 2 9 0.9
g4-g60-normed 10 280 51 0 10 1.0
g4-g66-normed 10 435 729 63 3 0.3
g4-g73-normed 10 561 201 4 10 1.0
g4-g82-normed 10 1010 3790 280 3 0.3
g4-g86-normed 10 1050 4007 194 2 0.2
g4-g93-normed 10 1800 1000000 310039 3 0.3
g5-g58-normed 11 280 56 2 10 0.909090909091
g5-g59-normed 11 280 53 1 10 0.909090909091
g5-g60-normed 11 280 156 1 11 1.0
g5-g66-normed 11 435 154 2 10 0.909090909091
g5-g73-normed 11 561 188 3 11 1.0
g5-g82-normed 11 1010 1037 24 10 0.909090909091
g5-g86-normed 11 1050 1005 25 10 0.909090909091
g5-g93-normed 11 1800 8192 43 11 1.0
g6-g58-normed 19 280 153 303 17 0.894736842105
g6-g59-normed 19 280 93 14 18 0.947368421053
g6-g60-normed 19 280 208 243 18 0.947368421053
g6-g66-normed 19 435 80236 21984 16 0.842105263158
g6-g73-normed 19 561 413 221 18 0.947368421053
g6-g82-normed 19 1010 890055 594668 16 0.842105263158
g6-g93-normed 19 1800 7953 52 19 1.0
g7-g58-normed 20 280 1711 212 11 0.55
g7-g59-normed 20 280 858 213 11 0.55
g7-g60-normed 20 280 94653 3028 11 0.55
g7-g66-normed 20 435 2393 1478 11 0.55
g7-g73-normed 20 561 78073 4368 11 0.55
g7-g82-normed 20 1010 9307 15707 11 0.55
g7-g86-normed 20 1050 5142 660 10 0.5
g7-g93-normed 20 1800 7616 46 20 1.0
g8-g58-normed 30 280 1000000 126194 24 0.8
g8-g59-normed 30 280 1000000 37596 24 0.8
g8-g60-normed 30 280 344720 119132 26 0.866666666667
g8-g73-normed 30 561 1000000 389679 26 0.866666666667
g9-g58-normed 37 280 84 1000000 36 0.972972972973
g9-g73-normed 37 561 1000000 1489 37 1.0
