instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts
si4_m4Dr4_m1296.03 1 589 640 532
si4_m4Dr4_m1296.01 1 472 917 1088
si4_m4Dr4_m1296.00 1 586 654 1037
si4_m4Dr4_m1296.07 1 351 626 1023
si4_m4Dr4_m1296.02 1 542 1024 1047
si4_m4Dr4_m1296.04 2 744 864 530
si4_m4Dr4_m1296.09 1 897 519 582
si4_m4Dr4_m1296.06 6 7360 581 657
si4_m4Dr4_m1296.08 1 437 549 524
si4_m4Dr4_m1296.05 4 5664 641 545
si2_r005_m400.05 407 3035 5975 6250
si2_r005_m400.06 161 844 5818 4088
si2_r005_m400.08 180 4953 4044 2675
si2_r005_m400.02 424 85177 32064 33356
si2_r005_m400.03 82 4115 2669 2758
si2_r005_m400.00 314 3842 5162 4521
si2_r005_m400.07 321 8217 11798 11577
si2_r005_m400.09 31 3523 793 1486
si2_r005_m400.04 112 6800 1903 1360
si2_r005_m400.01 6 1478 362 615
si2_b06m_m400.03 0 25 30 62
si2_b06m_m400.06 0 25 34 62
si2_b06m_m400.05 0 25 60 61
si2_b06m_m400.01 0 25 61 34
si2_b06m_m400.00 0 25 60 61
si2_b06m_m400.08 0 31 60 61
si2_b06m_m400.07 0 25 60 61
si2_b06m_m400.09 0 27 61 61
si2_b06m_m400.04 0 26 62 31
si2_b06m_m400.02 0 23 30 61
si6_r005_m600.02 6 18564 1522 2119
si6_r005_m600.08 2 10791 708 451
si6_r005_m600.03 4 24396 724 735
si6_r005_m600.05 4 35314 983 1427
si6_r005_m600.07 9 15179 1337 717
si6_r005_m600.04 3 22086 705 2660
si6_r005_m600.06 20 33465 4610 3108
si6_r005_m600.01 3 4724 617 657
si6_r005_m600.09 2 44731 704 885
si6_r005_m600.00 4 9182 783 1075
si6_r005_m200.02 1 136 95 84
si6_r005_m200.08 0 367 31 29
si6_r005_m200.09 0 343 36 37
si6_r005_m200.05 3 316 100 64
si6_r005_m200.03 0 70 70 72
si6_r005_m200.00 3 852 100 51
si6_r005_m200.04 0 334 51 54
si6_r005_m200.07 0 162 31 72
si6_r005_m200.01 0 157 49 27
si6_r005_m200.06 0 129 29 58
si2_m4Dr6_m625.06 0 69 164 165
si2_m4Dr6_m625.08 0 103 79 92
si2_m4Dr6_m625.07 0 139 99 164
si2_m4Dr6_m625.03 1 79 131 169
si2_m4Dr6_m625.04 1 103 86 85
si2_m4Dr6_m625.05 0 73 161 164
si2_m4Dr6_m625.09 0 72 145 164
si2_m4Dr6_m625.01 2 182 79 80
si2_m4Dr6_m625.02 2 509 173 144
si2_m4Dr6_m625.00 0 29 148 79
si6_b03_m800.02 0 63 528 538
si6_b03_m800.04 0 64 259 255
si6_b03_m800.03 0 139 332 386
si6_b03_m800.05 0 65 245 298
si6_b03_m800.06 0 138 449 396
si6_b03_m800.01 0 138 514 461
si6_b03_m800.00 0 63 244 536
si6_b03_m800.07 0 138 349 249
si6_b03_m800.09 0 139 361 488
si6_b03_m800.08 0 139 254 316
si4_m4D_m1296.09 2 527 423 794
si4_m4D_m1296.06 2 333 760 556
si4_m4D_m1296.05 2 620 422 801
si4_m4D_m1296.00 66 12492 7362 2442
si4_m4D_m1296.03 38 9920 4616 700
si4_m4D_m1296.04 5 922 742 565
si4_m4D_m1296.08 1000000 1000002 1000001 288685
si4_m4D_m1296.02 13 2140 1665 863
si4_m4D_m1296.01 6 1786 417 436
si4_m4D_m1296.07 1 303 423 432
si6_b03m_m400.03 0 75 94 54
si6_b03m_m400.01 0 72 94 96
si6_b03m_m400.09 0 56 94 97
si6_b03m_m400.08 0 43 45 94
si6_b03m_m400.07 0 72 92 94
si6_b03m_m400.02 0 79 44 46
si6_b03m_m400.05 0 72 45 95
si6_b03m_m400.00 0 64 70 94
si6_b03m_m400.06 0 72 93 46
si6_b03m_m400.04 0 75 74 95
si4_m4D_m256.07 0 20 15 30
si4_m4D_m256.06 0 22 14 30
si4_m4D_m256.05 0 22 30 30
si4_m4D_m256.08 0 23 16 33
si4_m4D_m256.04 0 17 32 15
si4_m4D_m256.09 0 33 32 33
si4_m4D_m256.02 0 21 15 32
si4_m4D_m256.00 0 37 16 33
si4_m4D_m256.03 0 22 30 30
si4_m4D_m256.01 0 18 32 32
si6_b06m_m800.07 1 301 246 345
si6_b06m_m800.04 1 291 442 387
si6_b06m_m800.01 1 151 209 256
si6_b06m_m800.00 1 301 431 441
si6_b06m_m800.05 1 306 207 441
si6_b06m_m800.08 1 242 432 446
si6_b06m_m800.09 1 296 211 322
si6_b06m_m800.02 1 159 212 219
si6_b06m_m800.03 1 272 439 447
si6_b06m_m800.06 1 298 437 219
si4_r001_m400.08 1478 8543 122 135
si4_r001_m400.06 23665 1000000 99 52
si4_r001_m400.02 0 5188 95 98
si4_r001_m400.00 8 773 104 112
si4_r001_m400.04 946 1000000 100 108
si4_r001_m400.03 51 95580 99 98
si4_r001_m400.09 0 13817 96 83
si4_r001_m400.05 907 1000000 150 139
si4_r001_m400.01 17 214940 97 103
si4_r001_m400.07 114 110913 207 189
si2_m4Dr6_m1296.00 1 281 582 511
si2_m4Dr6_m1296.01 1 379 516 508
si2_m4Dr6_m1296.09 1 367 744 586
si2_m4Dr6_m1296.06 0 307 554 506
si2_m4Dr6_m1296.03 0 289 729 464
si2_m4Dr6_m1296.02 0 279 751 433
si2_m4Dr6_m1296.05 1 297 755 446
si2_m4Dr6_m1296.08 0 290 738 470
si2_m4Dr6_m1296.04 2 1488 808 764
si2_m4Dr6_m1296.07 3 398 382 380
si2_b03_m800.07 0 47 260 264
si2_b03_m800.08 0 47 146 263
si2_b03_m800.04 0 47 261 264
si2_b03_m800.05 0 47 259 146
si2_b03_m800.09 0 47 261 263
si2_b03_m800.00 0 47 260 263
si2_b03_m800.02 0 47 228 263
si2_b03_m800.03 0 47 259 262
si2_b03_m800.01 0 47 121 264
si2_b03_m800.06 0 47 260 167
si4_b03m_m200.05 0 11 18 18
si4_b03m_m200.02 0 12 18 18
si4_b03m_m200.04 0 12 17 18
si4_b03m_m200.07 0 12 17 17
si4_b03m_m200.00 0 12 18 18
si4_b03m_m200.06 0 12 18 18
si4_b03m_m200.03 0 11 18 18
si4_b03m_m200.09 0 11 18 18
si4_b03m_m200.08 0 12 17 18
si4_b03m_m200.01 0 12 17 17
si2_b06m_m200.04 0 6 16 16
si2_b06m_m200.03 0 6 15 15
si2_b06m_m200.08 0 5 15 16
si2_b06m_m200.06 0 6 16 16
si2_b06m_m200.05 0 6 15 15
si2_b06m_m200.02 0 6 16 16
si2_b06m_m200.00 0 6 16 16
si2_b06m_m200.01 0 6 16 16
si2_b06m_m200.09 0 6 16 16
si2_b06m_m200.07 0 7 16 16
si6_m4Dr4_m625.05 1 181 279 253
si6_m4Dr4_m625.09 1 200 272 279
si6_m4Dr4_m625.04 1 100 275 279
si6_m4Dr4_m625.00 1 191 227 290
si6_m4Dr4_m625.08 1 205 164 268
si6_m4Dr4_m625.06 1 181 268 273
si6_m4Dr4_m625.01 1 281 280 284
si6_m4Dr4_m625.03 1 251 283 289
si6_m4Dr4_m625.07 1 200 288 228
si6_m4Dr4_m625.02 1 186 272 276
si4_b03_m200.06 0 5 21 21
si4_b03_m200.02 0 5 21 16
si4_b03_m200.07 0 5 21 21
si4_b03_m200.04 0 5 21 21
si4_b03_m200.03 0 5 21 21
si4_b03_m200.05 0 5 21 22
si4_b03_m200.09 0 5 21 21
si4_b03_m200.01 0 5 21 21
si4_b03_m200.00 0 5 21 21
si4_b03_m200.08 0 5 21 21
si2_b03_m400.03 0 11 59 60
si2_b03_m400.06 0 11 59 61
si2_b03_m400.07 0 11 59 60
si2_b03_m400.01 0 11 59 60
si2_b03_m400.05 0 11 59 60
si2_b03_m400.09 0 11 59 60
si2_b03_m400.02 0 11 59 61
si2_b03_m400.00 0 11 59 60
si2_b03_m400.08 0 11 59 60
si2_b03_m400.04 0 11 60 60
si4_b09_m200.02 0 5 25 25
si4_b09_m200.01 0 5 25 25
si4_b09_m200.00 0 5 25 25
si4_b09_m200.09 0 5 25 25
si4_b09_m200.08 0 5 25 25
si4_b09_m200.04 0 5 24 25
si4_b09_m200.06 0 5 25 25
si4_b09_m200.05 0 5 25 25
si4_b09_m200.07 0 5 25 25
si4_b09_m200.03 0 5 25 25
si4_m4Dr4_m256.05 0 23 33 33
si4_m4Dr4_m256.09 0 19 33 32
si4_m4Dr4_m256.01 0 18 34 35
si4_m4Dr4_m256.03 0 37 35 35
si4_m4Dr4_m256.06 0 23 33 34
si4_m4Dr4_m256.07 0 21 32 33
si4_m4Dr4_m256.00 0 20 35 35
si4_m4Dr4_m256.02 0 19 32 33
si4_m4Dr4_m256.08 0 18 34 34
si4_m4Dr4_m256.04 0 18 34 35
si2_m4D_m625.01 9 62 352 325
si2_m4D_m625.00 1 270 152 145
si2_m4D_m625.08 0 60 195 685
si2_m4D_m625.04 0 74 144 150
si2_m4D_m625.09 0 101 625 395
si2_m4D_m625.02 6 495 171 83
si2_m4D_m625.05 0 79 1012 206
si2_m4D_m625.06 2 441 581 436
si2_m4D_m625.07 1 52 474 154
si2_m4D_m625.03 6 382 180 154
si4_b09_m800.03 0 90 409 422
si4_b09_m800.02 0 91 410 420
si4_b09_m800.09 0 91 305 422
si4_b09_m800.06 0 91 409 266
si4_b09_m800.04 0 91 409 421
si4_b09_m800.05 0 90 409 424
si4_b09_m800.00 0 91 409 422
si4_b09_m800.01 0 91 255 420
si4_b09_m800.07 0 91 410 217
si4_b09_m800.08 0 91 407 422
si2_m4Dr4_m256.05 0 15 25 25
si2_m4Dr4_m256.02 0 15 25 25
si2_m4Dr4_m256.00 0 27 26 25
si2_m4Dr4_m256.07 1 38 26 25
si2_m4Dr4_m256.03 3 109 26 26
si2_m4Dr4_m256.06 0 9 25 25
si2_m4Dr4_m256.04 3 82 25 26
si2_m4Dr4_m256.09 0 11 25 25
si2_m4Dr4_m256.01 0 9 25 25
si2_m4Dr4_m256.08 2 41 13 27
si6_m4Dr2_m256.04 0 28 41 41
si6_m4Dr2_m256.08 0 27 40 41
si6_m4Dr2_m256.00 0 29 41 41
si6_m4Dr2_m256.07 0 28 39 40
si6_m4Dr2_m256.01 0 38 40 41
si6_m4Dr2_m256.09 0 29 41 42
si6_m4Dr2_m256.03 0 30 41 42
si6_m4Dr2_m256.05 0 33 40 41
si6_m4Dr2_m256.02 0 32 42 43
si6_m4Dr2_m256.06 1 203 41 42
si6_b06_m800.00 0 139 538 297
si6_b06_m800.05 0 100 537 547
si6_b06_m800.02 0 139 542 548
si6_b06_m800.07 0 139 370 256
si6_b06_m800.08 0 138 540 405
si6_b06_m800.09 0 139 540 547
si6_b06_m800.06 0 137 503 546
si6_b06_m800.01 0 139 539 547
si6_b06_m800.04 0 138 620 545
si6_b06_m800.03 0 138 538 543
si4_b09m_m800.06 0 205 395 398
si4_b09m_m800.01 0 200 237 318
si4_b09m_m800.02 0 198 385 391
si4_b09m_m800.08 0 196 387 391
si4_b09m_m800.04 0 200 188 191
si4_b09m_m800.03 0 200 389 191
si4_b09m_m800.09 1 201 191 392
si4_b09m_m800.05 0 192 395 400
si4_b09m_m800.00 0 204 281 394
si4_b09m_m800.07 0 196 394 402
si2_b06_m800.04 0 48 267 126
si2_b06_m800.07 0 47 269 271
si2_b06_m800.02 0 48 268 272
si2_b06_m800.00 0 47 122 129
si2_b06_m800.03 0 47 221 271
si2_b06_m800.05 0 47 140 271
si2_b06_m800.09 0 47 266 271
si2_b06_m800.01 0 48 268 203
si2_b06_m800.08 0 46 248 271
si2_b06_m800.06 0 47 123 299
si6_m4D_m256.03 0 29 37 38
si6_m4D_m256.08 0 29 37 38
si6_m4D_m256.07 0 30 37 38
si6_m4D_m256.00 0 29 37 38
si6_m4D_m256.01 0 31 20 39
si6_m4D_m256.05 0 29 37 39
si6_m4D_m256.09 0 78 45 46
si6_m4D_m256.04 0 30 38 38
si6_m4D_m256.02 0 30 38 38
si6_m4D_m256.06 0 31 38 20
si2_b06m_m800.07 0 110 261 247
si2_b06m_m800.02 0 53 123 126
si2_b06m_m800.03 0 103 260 261
si2_b06m_m800.01 1 103 254 257
si2_b06m_m800.08 0 74 259 261
si2_b06m_m800.04 0 50 257 178
si2_b06m_m800.06 0 99 147 123
si2_b06m_m800.09 0 106 258 260
si2_b06m_m800.05 0 105 260 261
si2_b06m_m800.00 0 101 124 188
si4_b06m_m200.00 0 12 21 21
si4_b06m_m200.08 0 12 21 21
si4_b06m_m200.05 0 11 21 10
si4_b06m_m200.09 0 11 21 21
si4_b06m_m200.01 0 11 11 21
si4_b06m_m200.07 0 11 21 21
si4_b06m_m200.02 0 5 21 10
si4_b06m_m200.04 0 11 21 21
si4_b06m_m200.06 0 11 21 21
si4_b06m_m200.03 0 6 10 10
si6_r001_m400.09 1 2398 62 70
si6_r001_m400.05 14 441 121 123
si6_r001_m400.00 0 838 116 121
si6_r001_m400.04 0 653 74 124
si6_r001_m400.07 0 422 119 122
si6_r001_m400.06 0 2354 66 62
si6_r001_m400.02 0 436 119 110
si6_r001_m400.03 0 1045 122 124
si6_r001_m400.08 1 239 64 68
si6_r001_m400.01 0 161 122 124
si6_m4D_m625.00 0 326 237 238
si6_m4D_m625.07 4 1442 226 386
si6_m4D_m625.05 7 2243 287 404
si6_m4D_m625.08 1 225 194 118
si6_m4D_m625.02 1 255 235 117
si6_m4D_m625.03 62 5047 890 446
si6_m4D_m625.04 1 188 234 240
si6_m4D_m625.09 31 5388 416 173
si6_m4D_m625.01 1 181 171 240
si6_m4D_m625.06 13 1398 319 246
si6_b09m_m800.02 1 145 238 496
si6_b09m_m800.09 1 177 299 458
si6_b09m_m800.04 1 293 233 480
si6_b09m_m800.07 1 152 336 243
si6_b09m_m800.00 1 299 310 401
si6_b09m_m800.05 1 197 488 496
si6_b09m_m800.03 1 301 315 468
si6_b09m_m800.01 1 295 236 490
si6_b09m_m800.06 1 296 485 281
si6_b09m_m800.08 1 144 239 496
si4_m4Dr6_m1296.01 1 447 850 748
si4_m4Dr6_m1296.07 54 1046 1076 1095
si4_m4Dr6_m1296.06 1 593 533 1083
si4_m4Dr6_m1296.02 1 360 1043 1058
si4_m4Dr6_m1296.08 23 564 907 553
si4_m4Dr6_m1296.03 2 810 537 757
si4_m4Dr6_m1296.00 2 1150 1047 1064
si4_m4Dr6_m1296.09 1 296 557 1087
si4_m4Dr6_m1296.05 2 579 552 564
si4_m4Dr6_m1296.04 1 297 523 531
si2_b06_m400.09 0 5 30 30
si2_b06_m400.02 0 11 32 30
si2_b06_m400.00 0 5 30 30
si2_b06_m400.03 0 11 30 30
si2_b06_m400.07 0 5 30 30
si2_b06_m400.04 0 5 30 30
si2_b06_m400.05 0 11 63 64
si2_b06_m400.01 0 11 63 63
si2_b06_m400.08 0 11 63 63
si2_b06_m400.06 0 11 63 63
si4_r01_m200.01 65 414 2208 3293
si4_r01_m200.08 117 5169 3659 798
si4_r01_m200.03 2 1692 239 148
si4_r01_m200.04 0 2015 57 58
si4_r01_m200.07 4 2872 281 743
si4_r01_m200.02 47 2565 1719 867
si4_r01_m200.05 55 3595 1693 1897
si4_r01_m200.06 0 716 83 86
si4_r01_m200.00 34 2894 1820 2568
si4_r01_m200.09 19 2469 840 598
si2_r001_m400.06 1000000 1000000 552 470
si2_r001_m400.08 15056 864109 136 120
si2_r001_m400.09 1000000 1000000 997 1032
si2_r001_m400.01 2305 25636 40 80
si2_r001_m400.03 1827 73125 186 194
si2_r001_m400.04 171932 1000000 372 172
si2_r001_m400.05 39788 1000000 85 52
si2_r001_m400.02 1000000 1000000 79 89
si2_r001_m400.00 63 27093 94 45
si2_r001_m400.07 1000000 1000000 18188 23850
si4_b03m_m800.03 0 161 148 151
si4_b03m_m800.05 1 177 148 150
si4_b03m_m800.06 0 105 147 215
si4_b03m_m800.01 0 102 146 213
si4_b03m_m800.08 0 168 199 151
si4_b03m_m800.09 0 178 181 151
si4_b03m_m800.00 0 103 152 153
si4_b03m_m800.02 0 176 151 206
si4_b03m_m800.07 0 149 146 200
si4_b03m_m800.04 0 104 149 201
si2_r01_m200.03 23 8379 231 86
si2_r01_m200.00 265 1204 4352 3921
si2_r01_m200.05 157 533 2235 2320
si2_r01_m200.01 6 2432 210 51
si2_r01_m200.08 235 648 3772 3526
si2_r01_m200.06 35 8341 688 553
si2_r01_m200.09 864 1147 12473 12382
si2_r01_m200.02 353 3216 4813 4880
si2_r01_m200.07 198 2388 2347 3433
si2_r01_m200.04 105 945 1205 1116
si2_r01_m400.04 953 23632 31332 22117
si2_r01_m400.00 1579 257503 42386 36811
si2_r01_m400.07 229 176931 4097 3773
si2_r01_m400.09 10546 42985 254506 190782
si2_r01_m400.01 294 83798 6928 11256
si2_r01_m400.03 182 19461 4044 1859
si2_r01_m400.02 5062 11452 135566 130783
si2_r01_m400.05 2947 148810 71473 89316
si2_r01_m400.06 160 43044 3268 5641
si2_r01_m400.08 647 51902 19139 16537
si4_m4D_m625.09 0 247 107 96
si4_m4D_m625.03 0 126 107 193
si4_m4D_m625.07 34 547 1076 252
si4_m4D_m625.02 0 494 235 521
si4_m4D_m625.00 0 114 90 152
si4_m4D_m625.01 317 9891 7576 1204
si4_m4D_m625.04 0 117 145 189
si4_m4D_m625.06 0 139 187 189
si4_m4D_m625.08 1 138 167 164
si4_m4D_m625.05 0 133 89 91
si6_m4Dr6_m256.05 0 29 22 45
si6_m4Dr6_m256.04 0 31 42 21
si6_m4Dr6_m256.03 0 28 42 21
si6_m4Dr6_m256.02 0 21 42 21
si6_m4Dr6_m256.08 0 27 21 44
si6_m4Dr6_m256.00 0 30 44 45
si6_m4Dr6_m256.09 0 27 42 23
si6_m4Dr6_m256.07 0 28 21 43
si6_m4Dr6_m256.06 0 29 21 36
si6_m4Dr6_m256.01 0 27 21 43
si6_b09_m400.07 0 15 60 65
si6_b09_m400.03 0 32 61 112
si6_b09_m400.04 0 32 61 95
si6_b09_m400.06 0 32 60 79
si6_b09_m400.05 0 15 93 125
si6_b09_m400.09 0 33 61 96
si6_b09_m400.02 0 32 62 130
si6_b09_m400.01 0 15 83 66
si6_b09_m400.08 0 32 122 65
si6_b09_m400.00 0 15 128 121
si6_b06_m400.03 0 32 123 123
si6_b06_m400.08 0 32 123 125
si6_b06_m400.07 0 32 58 60
si6_b06_m400.04 0 32 58 60
si6_b06_m400.05 0 32 122 92
si6_b06_m400.06 0 32 122 103
si6_b06_m400.02 0 32 59 60
si6_b06_m400.01 0 32 59 62
si6_b06_m400.00 0 15 121 61
si6_b06_m400.09 0 32 60 61
si6_b03m_m200.04 0 8 23 11
si6_b03m_m200.07 0 18 11 22
si6_b03m_m200.08 0 18 11 11
si6_b03m_m200.02 0 18 10 23
si6_b03m_m200.03 0 18 11 23
si6_b03m_m200.06 0 18 11 23
si6_b03m_m200.01 0 8 11 23
si6_b03m_m200.09 0 17 11 23
si6_b03m_m200.00 0 18 11 23
si6_b03m_m200.05 0 18 11 22
si4_b06_m800.04 0 90 183 349
si4_b06_m800.00 0 90 184 203
si4_b06_m800.08 0 90 183 258
si4_b06_m800.05 0 91 186 272
si4_b06_m800.03 0 91 183 293
si4_b06_m800.06 0 83 256 205
si4_b06_m800.07 0 41 208 246
si4_b06_m800.01 0 91 182 203
si4_b06_m800.02 0 41 246 263
si4_b06_m800.09 0 91 183 202
si6_b09m_m200.07 0 8 30 15
si6_b09m_m200.06 0 17 16 15
si6_b09m_m200.01 0 17 31 16
si6_b09m_m200.08 0 19 16 31
si6_b09m_m200.00 0 17 31 31
si6_b09m_m200.09 0 8 15 15
si6_b09m_m200.02 0 17 15 30
si6_b09m_m200.05 0 17 31 16
si6_b09m_m200.03 0 15 19 15
si6_b09m_m200.04 0 18 30 15
si4_b09m_m400.07 0 40 46 94
si4_b09m_m400.06 0 46 61 48
si4_b09m_m400.00 0 22 93 49
si4_b09m_m400.08 0 45 52 48
si4_b09m_m400.04 0 32 47 96
si4_b09m_m400.09 0 23 93 48
si4_b09m_m400.02 0 46 84 94
si4_b09m_m400.03 0 36 47 48
si4_b09m_m400.01 0 23 46 47
si4_b09m_m400.05 0 31 46 48
si6_m4Dr4_m1296.03 3 465 739 716
si6_m4Dr4_m1296.06 2 510 780 756
si6_m4Dr4_m1296.04 3 516 784 964
si6_m4Dr4_m1296.01 3 440 784 680
si6_m4Dr4_m1296.09 3 578 730 689
si6_m4Dr4_m1296.02 3 709 1054 935
si6_m4Dr4_m1296.08 3 620 726 718
si6_m4Dr4_m1296.05 3 1196 858 736
si6_m4Dr4_m1296.07 3 441 757 762
si6_m4Dr4_m1296.00 3 468 783 746
si6_b06_m200.09 0 8 14 30
si6_b06_m200.03 0 3 30 14
si6_b06_m200.05 0 8 14 30
si6_b06_m200.00 0 8 30 14
si6_b06_m200.08 0 8 30 30
si6_b06_m200.02 0 3 15 14
si6_b06_m200.06 0 3 24 14
si6_b06_m200.04 0 3 30 30
si6_b06_m200.01 0 8 14 30
si6_b06_m200.07 0 8 15 31
si4_m4Dr6_m625.02 0 136 114 108
si4_m4Dr6_m625.06 1 210 114 111
si4_m4Dr6_m625.03 0 166 221 109
si4_m4Dr6_m625.07 1 200 226 113
si4_m4Dr6_m625.08 0 117 108 110
si4_m4Dr6_m625.09 0 62 218 112
si4_m4Dr6_m625.00 0 120 220 109
si4_m4Dr6_m625.01 1 152 220 109
si4_m4Dr6_m625.05 0 69 105 110
si4_m4Dr6_m625.04 6 61 114 117
si6_b06m_m200.09 0 17 26 26
si6_b06m_m200.02 0 18 26 27
si6_b06m_m200.05 0 17 12 25
si6_b06m_m200.00 0 17 26 20
si6_b06m_m200.07 0 17 26 26
si6_b06m_m200.04 0 17 25 25
si6_b06m_m200.08 0 17 26 27
si6_b06m_m200.06 0 17 25 13
si6_b06m_m200.03 0 8 26 26
si6_b06m_m200.01 0 17 25 13
si6_m4Dr4_m256.05 0 48 41 21
si6_m4Dr4_m256.03 0 53 43 44
si6_m4Dr4_m256.02 0 13 21 43
si6_m4Dr4_m256.01 0 28 20 39
si6_m4Dr4_m256.08 0 29 43 22
si6_m4Dr4_m256.09 0 28 27 45
si6_m4Dr4_m256.07 0 14 42 43
si6_m4Dr4_m256.06 0 17 21 21
si6_m4Dr4_m256.04 0 54 41 36
si6_m4Dr4_m256.00 0 39 43 43
si4_r001_m600.01 38 72585 245 250
si4_r001_m600.08 49 379894 269 183
si4_r001_m600.02 70 54137 206 140
si4_r001_m600.07 11 11984 251 185
si4_r001_m600.05 1 682 170 178
si4_r001_m600.06 51 48468 139 172
si4_r001_m600.00 8 185441 250 261
si4_r001_m600.04 16 2125 170 195
si4_r001_m600.09 8 16953 153 200
si4_r001_m600.03 259 1000000 181 192
si2_b09m_m200.08 0 3 20 9
si2_b09m_m200.06 0 6 18 18
si2_b09m_m200.03 0 3 18 9
si2_b09m_m200.09 0 6 18 18
si2_b09m_m200.04 0 6 18 9
si2_b09m_m200.00 0 6 9 18
si2_b09m_m200.01 0 6 9 18
si2_b09m_m200.05 0 6 18 9
si2_b09m_m200.07 0 5 9 18
si2_b09m_m200.02 0 6 18 9
si6_b03_m200.01 0 5 13 13
si6_b03_m200.03 0 8 13 28
si6_b03_m200.04 0 8 13 28
si6_b03_m200.08 0 8 13 28
si6_b03_m200.07 0 8 13 28
si6_b03_m200.09 0 8 13 28
si6_b03_m200.05 0 8 13 28
si6_b03_m200.02 0 3 28 13
si6_b03_m200.06 0 8 28 13
si6_b03_m200.00 0 8 28 13
si6_b09_m200.09 0 8 15 32
si6_b09_m200.06 0 8 15 32
si6_b09_m200.08 0 8 15 32
si6_b09_m200.03 0 8 15 32
si6_b09_m200.00 0 8 15 32
si6_b09_m200.02 0 8 15 32
si6_b09_m200.07 0 8 15 32
si6_b09_m200.04 0 8 15 32
si6_b09_m200.01 0 8 15 32
si6_b09_m200.05 0 8 16 32
g10-g11 1000000 1000000 1000000 1000012
g10-g12 1000000 1000000 1000000 1000028
g10-g13 1000000 1000000 1000000 1000035
g10-g14 1000000 1000000 1000000 1000008
g10-g15 1000000 1000000 1000000 1000030
g10-g16 1000000 1000000 1000000 1000011
g10-g20 1000000 1000000 1000000 1000009
g10-g21 480 13348 5434 5763
g10-g22 1000000 1000000 1000000 1000065
g10-g23 1000000 1000000 1000000 1000029
g10-g25 1000000 1000000 1000000 1000000
g10-g26 1000000 1000000 1000000 1000011
g10-g27 1000000 1000000 1000000 1000055
g10-g28 1000000 1000000 1000000 1000015
g10-g29 1000000 1000000 1000000 1000039
g10-g30 1000000 1000000 1000000 1000015
g10-g31 1000000 1000000 1000000 1000032
g10-g32 643 2580 1354 1457
g10-g33 1000000 1000000 1000000 1000031
g10-g37 1000000 1000000 1000000 1000056
g10-g38 1000000 1000000 1000000 1000009
g10-g40 1000000 1000000 1000000 1000006
g10-g41 935339 1000000 1000000 1000021
g10-g42 1000000 1000000 1000000 1000130
g10-g43 1000000 1000000 1000000 1000076
g10-g44 1000000 1000000 1000000 1000027
g10-g45 1000000 1000000 1000000 1000032
g10-g46 1000000 1000000 1000000 1000041
g10-g47 1000000 1000000 1000000 1000041
g10-g48 1000000 1000000 1000000 1000037
g10-g49 1000000 1000000 1000000 1000097
g10-g50 1000000 1000000 1000000 1000022
g11-g12 1000000 1000000 1000000 1000006
g11-g13 1000000 1000000 1000000 1000007
g11-g14 1000000 1000000 1000000 1000023
g11-g15 1000000 1000000 1000000 1000028
g11-g16 1000000 1000000 1000000 1000024
g11-g20 1000000 1000000 1000000 1000020
g11-g21 7268 46981 40709 119497
g11-g22 1000000 1000000 1000000 1000028
g11-g23 1000000 1000000 1000000 1000029
g11-g25 1000000 1000000 1000000 1000013
g11-g26 1000000 1000000 1000000 1000039
g11-g27 1000000 1000000 1000000 1000044
g11-g28 1000000 1000000 1000000 1000027
g11-g29 1000000 1000000 1000000 1000020
g11-g30 1000000 1000000 1000000 1000027
g11-g31 1000000 1000000 1000000 1000026
g11-g32 708 2339 2037 2831
g11-g33 1000000 1000000 1000000 1000092
g11-g37 1000000 1000000 1000000 1000016
g11-g38 1000000 1000000 1000000 1000004
g11-g40 1000000 1000000 1000000 1000023
g11-g41 1000000 1000000 1000000 1000100
g11-g42 1000000 1000000 1000000 1000132
g11-g43 1000000 1000000 1000000 1000060
g11-g44 1000000 1000000 1000000 1000025
g11-g45 1000000 1000000 1000000 1000020
g11-g46 1000000 1000000 1000000 1000012
g11-g47 1000000 1000000 1000000 1000018
g11-g48 1000000 1000000 1000000 1000003
g11-g49 1000000 1000000 1000000 1000032
g11-g50 1000000 1000000 1000000 1000006
g12-g20 1000000 1000000 1000000 1000002
g12-g21 201654 1000000 1000000 1000026
g12-g23 1000000 1000000 1000000 1000024
g12-g26 1000000 1000000 1000000 661937
g12-g27 1000000 1000000 1000000 1000037
g12-g29 1000000 1000000 1000000 1000010
g12-g30 1000000 1000000 1000000 1000007
g12-g31 1000000 1000000 1000000 1000010
g12-g32 2304 21990 9315 11098
g12-g38 1000000 1000000 1000000 1000048
g12-g40 1000000 1000000 1000000 1000001
g12-g43 1000000 1000000 1000000 1000078
g12-g44 1000000 1000000 1000000 1000007
g12-g45 138228 1000000 1000000 1000018
g12-g46 1000000 1000000 1000000 1000036
g12-g47 779643 1000000 1000000 1000045
g12-g48 1000000 1000000 1000000 1000027
g12-g50 1000000 1000000 1000000 1000029
g13-g15 0 2 3 3
g13-g20 1000000 1000000 1000000 1000013
g13-g21 110 68595 5116 6698
g13-g23 1000000 1000000 1000000 1000051
g13-g25 1000000 1000000 1000000 1000007
g13-g26 1000000 1000000 1000000 1000063
g13-g27 1000000 1000000 1000000 713595
g13-g29 1000000 1000000 1000000 1000028
g13-g30 1000000 1000000 1000000 1000031
g13-g31 1000000 1000000 1000000 1000018
g13-g32 55 17758 345 398
