instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-64 34 0.213904 34 0.213904 543 571 569
r-887 39 0.504723 39 0.504723 59287332 58071108 42177688
r-744 31 0.27957 31 0.27957 333 332 334
r-608 20 0.521053 20 0.521053 55375 51725 27789
r-695 23 0.0869565 23 0.0869565 300 300 300
r-954 42 0.483159 42 0.483159 15705612 14202243 13033274
r-434 27 0.262108 27 0.262108 478 475 495
r-662 40 0.507692 40 0.507692 90205705 106605052 65272411
r-52 27 0.39886 27 0.39886 2961 2952 2550
r-870 41 0.0487805 41 0.0487805 903 903 903
r-32 34 0.370766 34 0.370766 42497171 45297246 38666146
r-959 31 0.451613 31 0.451613 21534510 21309868 16592843
r-998 21 0.514286 21 0.514286 47018 50129 41346
r-547 42 0.396051 42 0.396051 173466 148141 150942
r-754 21 0.380952 21 0.380952 208 208 208
r-290 42 0.214866 42 0.214866 -1 -1 -1
r-781 32 0.514113 32 0.514113 1943962 2169750 1329668
r-19 30 0.508046 30 0.508046 350354 394784 268393
r-877 45 0.377778 45 0.377778 113873 105665 130674
r-60 26 0.492308 26 0.492308 933785 739452 682462
r-515 44 0.510571 44 0.510571 -1 -1 -1
r-438 42 0.455285 42 0.455285 5483251 4455587 4327429
r-826 41 0.47561 41 0.47561 8113135 7434322 6723940
r-294 40 0.357692 40 0.357692 -1 -1 -1
r-145 44 0.30444 44 0.30444 -1 -1 -1
r-718 33 0.0606061 33 0.0606061 595 595 595
r-390 24 0.507246 24 0.507246 472805 462319 408448
r-882 43 0.511628 43 0.511628 68372355 77411957 41918479
r-578 45 0.127273 45 0.127273 1079 1040 1038
r-586 41 0.42439 41 0.42439 361860 314962 311855
r-399 20 0.336842 20 0.336842 74647 68335 52666
r-598 32 0.497984 32 0.497984 1191048 1068742 1010662
r-260 36 0.157143 36 0.157143 701 671 669
r-422 26 0.492308 26 0.492308 99365 82200 44829
r-977 39 0.391363 39 0.391363 165996 137524 99598
r-926 33 0.511364 33 0.511364 23356494 27887737 20048368
r-431 22 0.52381 22 0.52381 70769 68327 67638
r-802 36 0.5 36 0.5 28538805 27874465 27663106
r-173 44 0.5074 44 0.5074 -1 -1 -1
r-74 41 0.256098 41 0.256098 1550 1620 1585
r-658 20 0.442105 20 0.442105 1143 1095 819
r-729 39 0.188934 39 0.188934 1126 1123 1155
r-639 28 0.388889 28 0.388889 6206 5831 3717
r-795 27 0.48433 27 0.48433 3946493 3411804 2746429
r-810 27 0.31339 27 0.31339 610 605 569
r-549 41 0.180488 41 0.180488 -1 -1 -1
r-448 45 0.505051 45 0.505051 94528721 -1 56846257
r-401 31 0.490323 31 0.490323 7011029 6014197 5072938
r-91 37 0.105105 37 0.105105 707 707 707
r-141 27 0.262108 27 0.262108 296 295 296
r-842 40 0.492308 40 0.492308 22337615 18568927 8476355
r-156 20 0.189474 20 0.189474 214 214 214
r-307 33 0.409091 33 0.409091 87661427 93357617 76588524
r-155 30 0.186207 30 0.186207 1476389 1703262 1273275
r-532 27 0.433048 27 0.433048 2612088 2507750 2111800
r-962 33 0.515152 33 0.515152 3250363 3478489 2536668
r-471 23 0.166008 23 0.166008 3066078 2628080 101958
r-559 43 0.0908084 43 0.0908084 -1 -1 -1
r-894 41 0.0487805 41 0.0487805 903 903 903
r-491 26 0.492308 26 0.492308 64797 48400 39834
r-496 30 0.128736 30 0.128736 1231152 4265262 8631952
r-436 28 0.518519 28 0.518519 526603 510617 314732
