instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-432 29 0.502463 29 0.502463 2364429 2690237 2026629
r-399 10 0.555556 10 0.555556 351 811 344
r-43 32 0.443548 32 0.443548 6899230 6985064 4991524
r-11 10 0.555556 10 0.555556 56 64 46
r-266 28 0.518519 28 0.518519 273362 339165 204742
r-539 23 0.442688 23 0.442688 122494 90449 94576
r-822 45 0.454545 45 0.454545 7324144 4475959 3902716
r-232 10 0.555556 10 0.555556 209 169 201
r-140 25 0.08 25 0.08 350 350 350
r-254 16 0.325 16 0.325 107 107 107
r-917 48 0.507092 48 0.507092 321347182 519587605 258262959
r-393 37 0.378378 37 0.378378 21497 29469 16131
r-412 50 0.326531 50 0.326531 33712 37922 30507
r-998 43 0.0908084 43 0.0908084 34900331 91991142 28839904
r-767 48 0.336879 48 0.336879 43182 37103 37131
r-624 36 0.203175 36 0.203175 18652895 29568762 17612641
r-192 45 0.353535 45 0.353535 51351 52504 45461
r-928 31 0.27957 31 0.27957 737 727 706
r-903 50 0.428571 50 0.428571 8976629 9968279 6881445
r-327 49 0.25 49 0.25 3142 3328 3100
r-891 12 0.530303 12 0.530303 130 195 135
r-981 13 0.384615 13 0.384615 364 510 254
r-971 19 0.526316 19 0.526316 8247 11537 4641
r-979 19 0.45614 19 0.45614 1015 1116 834
r-87 44 0.383721 44 0.383721 -1 -1 356881472
r-965 30 0.186207 30 0.186207 458077 523963 184703
r-720 45 0.490909 45 0.490909 55945475 42010186 29194436
r-527 50 0.392653 50 0.392653 1620827 1886523 1527023
r-966 24 0.463768 24 0.463768 336066 308032 248021
r-298 11 0.436364 11 0.436364 67 64 72
r-88 26 0.409231 26 0.409231 993171 657071 847568
r-484 40 0.466667 40 0.466667 169474918 149267078 127754431
r-873 47 0.0425532 47 0.0425532 1175 1175 1175
r-490 38 0.462304 38 0.462304 1492895 1557304 1072395
r-964 40 0.184615 40 0.184615 992 1073 1041
r-382 15 0.47619 15 0.47619 203 195 186
r-312 26 0.492308 26 0.492308 46565 27130 33625
r-884 47 0.366327 47 0.366327 -1 -1 -1
r-805 16 0.525 16 0.525 1652 2035 730
r-809 24 0.228261 24 0.228261 322 304 302
r-207 24 0.521739 24 0.521739 111940 114188 85725
r-404 19 0.491228 19 0.491228 2038 2031 1393
r-975 38 0.422475 38 0.422475 80382 101441 63740
r-452 28 0.507937 28 0.507937 187780 190719 149752
r-576 30 0.331034 30 0.331034 1051637 3247594 908653
r-669 16 0.325 16 0.325 150 140 138
r-545 29 0.37931 29 0.37931 1731812 1764270 1546725
r-248 50 0.480816 50 0.480816 -1 -1 -1
r-509 11 0.509091 11 0.509091 472 676 383
r-729 38 0.0526316 38 0.0526316 779 779 779
r-253 11 0.327273 11 0.327273 69 69 69
r-508 35 0.252101 35 0.252101 4866050 6326786 4470619
r-695 25 0.28 25 0.28 234 234 234
r-882 18 0.424837 18 0.424837 8235 9817 7325
r-84 26 0.369231 26 0.369231 247461 270878 210012
r-53 40 0.142308 40 0.142308 858 824 822
r-305 18 0.294118 18 0.294118 2258 3263 1983
r-682 13 0.538462 13 0.538462 382 432 294
r-750 35 0.463866 35 0.463866 40223741 31817187 25699231
r-914 16 0.4 16 0.4 3041 3313 2848
r-716 10 0.2 10 0.2 65 65 65
r-893 28 0.137566 28 0.137566 755993 801453 454731
r-531 13 0.153846 13 0.153846 104 104 104
r-636 36 0.107937 36 0.107937 669 669 669
r-173 47 0.388529 47 0.388529 361483 367245 307047
r-870 12 0.409091 12 0.409091 878 1013 833
r-510 29 0.246305 29 0.246305 585 586 605
r-533 12 0.30303 12 0.30303 81 81 81
r-574 30 0.45977 30 0.45977 103356 114209 83885
r-461 47 0.388529 47 0.388529 1674917 1555694 1178008
r-424 35 0.329412 35 0.329412 2853 2630 2641
r-918 49 0.462585 49 0.462585 -1 -1 -1
r-700 29 0.295567 29 0.295567 971890 1283863 755607
r-553 13 0.512821 13 0.512821 708 832 678
r-615 40 0.05 40 0.05 860 860 860
r-653 47 0.259019 47 0.259019 3472 3703 3297
r-784 25 0.22 25 0.22 80950 107676 65563
r-122 38 0.273115 38 0.273115 1455 1449 1423
r-890 13 0.512821 13 0.512821 431 654 303
r-446 15 0.419048 15 0.419048 121 117 122
r-678 33 0.511364 33 0.511364 15344317 17104351 9072352
r-155 25 0.5 25 0.5 31566 27337 22491
r-230 10 0.533333 10 0.533333 96 102 119
r-409 44 0.510571 44 0.510571 41276234 48475114 25556887
r-899 18 0.20915 18 0.20915 1614 1484 1562
r-933 25 0.5 25 0.5 232006 227734 169405
r-609 33 0.170455 33 0.170455 536 565 563
r-535 46 0.371981 46 0.371981 -1 -1 -1
r-289 38 0.398293 38 0.398293 99276201 87528969 80440355
r-400 23 0.166008 23 0.166008 70014 62757 58172
r-292 11 0.181818 11 0.181818 77 77 77
r-231 32 0.314516 32 0.314516 6490431 6959617 5929088
r-67 25 0.333333 25 0.333333 124350 110414 89293
r-483 12 0.409091 12 0.409091 1737 2672 1565
r-844 20 0.442105 20 0.442105 423 672 419
r-650 17 0.441176 17 0.441176 10742 7142 9297
r-780 19 0.45614 19 0.45614 810 910 704
r-176 14 0.538462 14 0.538462 1136 1454 964
r-439 18 0.424837 18 0.424837 8019 13023 7123
r-577 24 0.521739 24 0.521739 49809 66175 36520
r-415 35 0.161345 35 0.161345 544 544 544
r-662 44 0.5074 44 0.5074 103495796 99985062 64956279
r-368 28 0.518519 28 0.518519 779064 857088 290845
r-35 35 0.329412 35 0.329412 13461063 12886189 11204839
r-366 19 0.105263 19 0.105263 209 209 209
r-7 26 0.270769 26 0.270769 271 271 272
r-168 26 0.270769 26 0.270769 448 445 465
r-929 18 0.111111 18 0.111111 189 189 189
r-51 50 0.04 50 0.04 1325 1325 1325
