instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-519 24 0.0507246 24 0.0507246 3999 22085 4591
r-208 34 0.110517 34 0.110517 13923642 22446990 12009311
r-466 39 0.696356 39 0.696356 -1 -1 -1
r-577 17 0.117647 17 0.117647 1913 21931 1791
r-740 15 0.0190476 15 0.0190476 113 108 114
r-248 36 0.312698 36 0.312698 307105860 334539275 265517019
r-814 35 0.258824 35 0.258824 145090105 187617080 114784927
r-310 27 0.854701 27 0.854701 960840 1835455 913459
r-620 16 0.333333 16 0.333333 13575 13728 12836
r-26 18 0.947712 18 0.947712 15791 196 15797
r-403 18 0.647059 18 0.647059 26286 22745 22970
r-655 39 0.556005 39 0.556005 -1 -1 -1
r-724 35 0.37479 35 0.37479 253802164 250732100 222907673
r-557 28 0.677249 28 0.677249 10526032 9235045 9608750
r-284 38 0.210526 38 0.210526 842368400 -1 734872961
r-65 20 0.347368 20 0.347368 95111 105451 68850
r-510 20 0.805263 20 0.805263 23425 46587 18318
r-288 38 0.322902 38 0.322902 -1 -1 644955667
r-176 30 0.457471 30 0.457471 20871762 29202544 18933715
r-589 21 0.933333 21 0.933333 4216740 151707 3615041
r-954 35 0.684034 35 0.684034 288505012 264956206 244569323
r-138 28 0.994709 28 0.994709 384 384 384
r-451 18 0.130719 18 0.130719 939 2412 1078
r-361 34 0.101604 34 0.101604 4189144 4618720 2745367
r-593 39 0.703104 39 0.703104 -1 -1 -1
r-933 35 0.583193 35 0.583193 169246021 119968228 149160588
r-576 27 0.940171 27 0.940171 784932 28749804 7297231
r-389 19 0.853801 19 0.853801 23050 16384 22005
r-123 29 0.29064 29 0.29064 9166872 10415445 8197605
r-527 36 0.885714 36 0.885714 37947615 43678269 34894179
r-611 37 0.015015 37 0.015015 28148315 -1 -1
r-650 35 0.220168 35 0.220168 77321735 118114933 59942385
r-868 40 0.234615 40 0.234615 -1 -1 -1
r-363 32 0.834677 32 0.834677 15847265 10880484 13286236
r-694 38 0.699858 38 0.699858 639582629 -1 593735778
r-278 17 0.691176 17 0.691176 12341 15615 10145
r-352 27 0.339031 27 0.339031 5673922 8497460 4793200
r-62 22 0.519481 22 0.519481 185717 223269 167042
r-894 32 0.985887 32 0.985887 393 454 396
r-441 30 0.68046 30 0.68046 15074222 13483358 11749268
r-439 33 0.482955 33 0.482955 96431001 80460008 89253422
r-609 36 0.45873 36 0.45873 205423428 206075855 186265249
r-245 17 0.404412 17 0.404412 7863 13786 6324
r-131 16 0.7 16 0.7 7611 9517 6949
r-709 30 0.572414 30 0.572414 31386870 29553593 28433121
r-335 19 0.736842 19 0.736842 44110 50485 34032
r-314 27 0.330484 27 0.330484 3468024 2618839 2804865
r-2 38 0.301565 38 0.301565 -1 -1 -1
r-682 24 0.0181159 24 0.0181159 253 526 254
r-301 40 0.270513 40 0.270513 -1 -1 -1
r-599 27 0.0968661 27 0.0968661 341612 1191259 342095
r-993 40 0.262821 40 0.262821 -1 -1 -1
r-530 24 0.536232 24 0.536232 1360527 1836452 1256124
r-391 16 0.283333 16 0.283333 1990 4032 1565
r-872 38 0.748222 38 0.748222 -1 -1 -1
r-776 15 0.504762 15 0.504762 5767 6026 5219
r-767 33 0.0965909 33 0.0965909 1886593 1780621 1429774
r-507 19 0.71345 19 0.71345 32152 39988 27833
r-66 17 0.507353 17 0.507353 18098 24839 16934
r-579 20 0.163158 20 0.163158 7975 4785 7712
r-678 18 0.0980392 18 0.0980392 68370 48295 68545
r-603 36 0.253968 36 0.253968 187760471 545572239 155573435
r-227 23 0.786561 23 0.786561 314386 310807 291176
r-293 39 0.268556 39 0.268556 -1 -1 -1
r-692 31 0.27957 31 0.27957 29221347 25313296 26722428
r-828 30 0.0965517 30 0.0965517 867902 1870211 799646
r-148 39 0.850202 39 0.850202 713876605 835849726 610126159
r-916 18 0.0915033 18 0.0915033 188102 94756 188130
r-765 25 0.463333 25 0.463333 1847702 1626852 1688391
r-478 20 0.00526316 20 0.00526316 212 212 212
r-157 34 0.465241 34 0.465241 126390384 103414910 116404094
r-518 27 0.91453 27 0.91453 5890392 30966217 18846441
r-648 33 0.293561 33 0.293561 103832176 39905996 84575142
r-810 15 0.361905 15 0.361905 5156 5775 4069
r-135 28 0.5 28 0.5 5999271 8652497 5495721
r-107 37 0.876877 37 0.876877 80062667 94629588 71164323
r-725 23 0.367589 23 0.367589 799365 675673 736563
r-206 20 0.236842 20 0.236842 12363 37533 6932
r-426 20 0.968421 20 0.968421 5464712421 2822 5464712431
r-362 33 0.121212 33 0.121212 14999206 11746593 12285264
r-276 29 0.773399 29 0.773399 6099182 5037885 5392506
r-172 33 0.596591 33 0.596591 96836087 119229401 86048081
r-437 32 0.699597 32 0.699597 27336954 42797518 21609793
r-735 23 0.944664 23 0.944664 4868 554764 37508
r-481 28 0.21164 28 0.21164 3283708 3609799 2834971
r-279 25 0.0233333 25 0.0233333 7779 245 7783
r-931 33 0.0208333 33 0.0208333 2377441 -1 6496
r-919 37 0.432432 37 0.432432 475335124 423067595 431812767
r-257 29 0.0369458 29 0.0369458 325891 -1 13046894
r-689 32 0.65121 32 0.65121 45046345 46947103 37744871
r-766 33 0.270833 33 0.270833 98622460 70526883 81426629
r-1000 28 0.21164 28 0.21164 3544565 3074769 3267898
r-113 26 0.215385 26 0.215385 991203 1182095 855354
r-587 34 0.823529 34 0.823529 48022301 100597428 43456219
r-366 20 0.921053 20 0.921053 111730 127392 110255
r-121 26 0.0276923 26 0.0276923 208 208 210
r-515 24 0.601449 24 0.601449 1130463 1174159 1013253
r-344 26 0.541538 26 0.541538 2993351 2235579 2746446
r-486 28 0.915344 28 0.915344 471648 175433 381472
r-751 16 0.05 16 0.05 289 363 289
r-429 33 0.0094697 33 0.0094697 -1 9698 -1
r-732 16 0.2 16 0.2 7221 4277 5540
r-738 33 0.848485 33 0.848485 26055817 26399062 22909239
r-884 22 0.82684 22 0.82684 9971 9958 7830
r-800 19 0.333333 19 0.333333 51193 59022 39483
r-854 36 0.11746 36 0.11746 43618871 25735735 37857718
r-370 38 0.524893 38 0.524893 -1 -1 -1
r-753 39 0.161943 39 0.161943 414320046 976888790 306032474
r-843 37 0.6997 37 0.6997 629486547 627584394 543699007
r-64 25 0.01 25 0.01 286 286 286
r-316 21 0.528571 21 0.528571 297182 192012 261453
r-168 18 0.0915033 18 0.0915033 12680 10144 15153
r-7 31 0.849462 31 0.849462 6868088 16616701 7152185
r-341 29 0.204433 29 0.204433 2481215 3962501 1611653
r-875 34 0.775401 34 0.775401 90360330 150156540 88070777
r-529 24 0.0108696 24 0.0108696 264 264 264
r-304 18 0.928105 18 0.928105 244144 1503957 793405
r-432 40 0.0615385 40 0.0615385 65327046 67710906 40774822
r-553 37 0.687688 37 0.687688 328108959 436671331 271473213
r-702 30 0.229885 30 0.229885 7426997 12805123 6571737
r-940 15 0.342857 15 0.342857 3437 3870 2857
r-34 15 0.457143 15 0.457143 2355 2970 2252
