instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts family
all-meshes-CVIU11-pattern1-target307 1000000 1000000 1000000 1000114 13
all-meshes-CVIU11-pattern1-target308 1000000 1000000 1000004 1000150 13
all-meshes-CVIU11-pattern1-target309 1000000 1000000 1000000 1000086 13
all-meshes-CVIU11-pattern1-target31 1000000 1000000 1000000 1000205 13
all-meshes-CVIU11-pattern1-target310 1000000 1000000 1000000 1000461 13
all-meshes-CVIU11-pattern1-target311 1000000 1000000 1000003 1000644 13
all-meshes-CVIU11-pattern1-target312 1000000 1000000 1000000 1000346 13
all-meshes-CVIU11-pattern1-target313 1000000 1000000 1000001 1000937 13
all-meshes-CVIU11-pattern1-target314 1000001 1000000 1000005 1000691 13
all-meshes-CVIU11-pattern1-target315 1000000 1000000 1000000 1000275 13
all-meshes-CVIU11-pattern1-target316 1000000 1000000 1000000 1000446 13
all-meshes-CVIU11-pattern1-target317 1000000 1000000 1000000 1000255 13
all-meshes-CVIU11-pattern1-target318 1000000 1000000 1000003 1000654 13
all-meshes-CVIU11-pattern1-target319 1000000 1000000 1000000 1000294 13
all-meshes-CVIU11-pattern1-target32 1000000 1000000 1000001 1000184 13
all-meshes-CVIU11-pattern1-target320 1000000 1000000 1000000 1000012 13
all-meshes-CVIU11-pattern1-target321 1000000 1000000 1000001 1000253 13
all-meshes-CVIU11-pattern1-target322 1000001 1000000 1000004 1000349 13
all-meshes-CVIU11-pattern1-target323 1000000 1000000 1000000 1000255 13
all-meshes-CVIU11-pattern1-target324 1000000 1000000 1000000 1000504 13
all-meshes-CVIU11-pattern1-target325 1000000 1000000 1000000 1000192 13
all-meshes-CVIU11-pattern1-target326 1000000 1000000 1000001 1001886 13
all-meshes-CVIU11-pattern1-target327 1000000 1000000 1000001 1000199 13
all-meshes-CVIU11-pattern1-target328 1000000 1000000 1000001 1001620 13
all-meshes-CVIU11-pattern1-target329 1000000 1000000 1000000 1001859 13
all-meshes-CVIU11-pattern1-target33 1000000 1000000 1000000 1000771 13
all-meshes-CVIU11-pattern1-target330 1000000 1000000 1000000 1000498 13
all-meshes-CVIU11-pattern1-target331 1000000 1000000 1000005 1000388 13
all-meshes-CVIU11-pattern1-target332 1000000 1000000 1000000 1000052 13
all-meshes-CVIU11-pattern1-target333 1000000 1000000 1000001 1001319 13
all-meshes-CVIU11-pattern1-target334 1000000 1000000 1000000 1001099 13
all-meshes-CVIU11-pattern1-target335 1000000 1000000 1000000 1000013 13
all-meshes-CVIU11-pattern1-target336 1000000 1000000 1000000 1000154 13
all-meshes-CVIU11-pattern1-target337 1000000 1000000 1000000 1000324 13
all-meshes-CVIU11-pattern1-target338 1000000 1000000 1000000 1000146 13
all-meshes-CVIU11-pattern1-target339 1000000 1000000 1000000 1000211 13
all-meshes-CVIU11-pattern1-target34 1000000 1000000 1000002 1001068 13
all-meshes-CVIU11-pattern1-target340 1000000 1000000 1000001 1000063 13
all-meshes-CVIU11-pattern1-target341 1000000 1000000 1000000 1000117 13
all-meshes-CVIU11-pattern1-target342 55880 1000000 1000000 1000020 13
all-meshes-CVIU11-pattern1-target343 1000001 1000000 1000003 1000433 13
all-meshes-CVIU11-pattern1-target344 1000000 1000000 1000000 1000459 13
all-meshes-CVIU11-pattern1-target345 1000000 1000000 1000000 1000590 13
all-meshes-CVIU11-pattern1-target346 1000000 1000000 1000000 1000029 13
all-meshes-CVIU11-pattern1-target347 1000000 1000000 1000000 1000067 13
all-meshes-CVIU11-pattern1-target348 1000000 1000000 1000000 1000370 13
all-meshes-CVIU11-pattern1-target349 1000000 1000000 1000000 1000033 13
all-meshes-CVIU11-pattern1-target35 1000000 1000000 1000000 1000175 13
all-meshes-CVIU11-pattern1-target350 1000000 1000000 1000000 1000178 13
all-meshes-CVIU11-pattern1-target351 1000000 1000000 1000000 1000182 13
all-meshes-CVIU11-pattern1-target352 1000000 1000000 1000000 1000220 13
all-meshes-CVIU11-pattern1-target353 1000000 1000000 1000002 1000598 13
all-meshes-CVIU11-pattern1-target354 1000000 1000000 1000000 1000232 13
all-meshes-CVIU11-pattern1-target356 1000000 1000000 1000000 1000108 13
all-meshes-CVIU11-pattern1-target357 1000000 1000000 1000000 1000202 13
all-meshes-CVIU11-pattern1-target358 1000000 1000000 1000000 1000549 13
all-meshes-CVIU11-pattern1-target359 1000000 1000000 1000000 1000018 13
all-meshes-CVIU11-pattern1-target36 1000001 1000000 1000002 1000278 13
all-meshes-CVIU11-pattern1-target360 1000000 1000000 1000002 1000117 13
all-meshes-CVIU11-pattern1-target361 1000000 1000000 1000001 1000074 13
all-meshes-CVIU11-pattern1-target362 1000000 1000000 1000000 1000243 13
all-meshes-CVIU11-pattern1-target363 1000000 1000000 1000000 1000025 13
all-meshes-CVIU11-pattern1-target364 1000000 1000000 1000000 1000061 13
all-meshes-CVIU11-pattern1-target365 1000000 1000000 1000000 1000273 13
all-meshes-CVIU11-pattern1-target366 1000000 1000000 1000003 1000040 13
all-meshes-CVIU11-pattern1-target367 1000000 1000000 1000000 1000453 13
all-meshes-CVIU11-pattern1-target368 1000000 1000000 1000001 1000166 13
all-meshes-CVIU11-pattern1-target369 1000000 1000000 1000002 1000022 13
all-meshes-CVIU11-pattern1-target37 1000000 1000000 1000000 1000257 13
all-meshes-CVIU11-pattern1-target370 1000000 1000000 1000002 1000006 13
all-meshes-CVIU11-pattern1-target378 1000000 1000000 1000002 1000089 13
all-meshes-CVIU11-pattern1-target379 1000000 1000000 1000000 1000391 13
all-meshes-CVIU11-pattern1-target38 1000000 1000001 1000002 1000024 13
all-meshes-CVIU11-pattern1-target380 1000000 1000000 1000001 1000397 13
all-meshes-CVIU11-pattern1-target381 1000000 1000000 1000000 1000234 13
all-meshes-CVIU11-pattern1-target382 1000001 1000000 1000005 1000012 13
all-meshes-CVIU11-pattern1-target383 1000000 1000000 1000000 1000339 13
all-meshes-CVIU11-pattern1-target384 1000000 1000000 1000001 1001430 13
all-meshes-CVIU11-pattern1-target385 1000000 1000000 1000002 1000315 13
all-meshes-CVIU11-pattern1-target386 1000000 1000000 1000000 1000186 13
all-meshes-CVIU11-pattern1-target387 1000000 1000000 1000000 1000424 13
all-meshes-CVIU11-pattern1-target388 1000000 1000000 1000002 1000910 13
all-meshes-CVIU11-pattern1-target389 1000000 1000000 1000002 1000010 13
all-meshes-CVIU11-pattern1-target39 1000000 1000000 1000000 1000058 13
all-meshes-CVIU11-pattern1-target390 1000000 1000000 1000002 1001637 13
all-meshes-CVIU11-pattern1-target391 1000000 1000001 1000002 1000015 13
