instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static instance pattern_n pattern_d target_n target_d
all-images-CVIU11-pattern31-target40 0 0 0 0 0 86 168 39 0 17 0 0 0 all-images-CVIU11-pattern31-target40 78 0.0357975 3803 0.000765405
all-images-CVIU11-pattern31-target41 0 0 0 0 0 72 197 34 0 19 0 0 0 all-images-CVIU11-pattern31-target41 78 0.0357975 3632 0.000794144
all-images-CVIU11-pattern31-target42 0 0 0 0 0 85 265 23 0 21 0 0 0 all-images-CVIU11-pattern31-target42 78 0.0357975 3834 0.000766414
all-images-CVIU11-pattern31-target43 0 0 0 0 0 147 382 52 1 31 0 0 0 all-images-CVIU11-pattern31-target43 78 0.0357975 4856 0.000606934
all-images-CVIU11-pattern31-target44 0 0 0 0 1 270 450 37 1 36 0 1 0 all-images-CVIU11-pattern31-target44 78 0.0357975 5972 0.00048936
all-images-CVIU11-pattern31-target45 0 0 0 0 0 178 462 34 0 55 0 0 0 all-images-CVIU11-pattern31-target45 78 0.0357975 5640 0.000517357
all-images-CVIU11-pattern31-target46 0 0 0 0 0 107 216 40 1 20 0 0 0 all-images-CVIU11-pattern31-target46 78 0.0357975 3794 0.000779673
all-images-CVIU11-pattern31-target47 0 0 0 0 0 141 377 49 2 43 0 0 0 all-images-CVIU11-pattern31-target47 78 0.0357975 4962 0.000601792
all-images-CVIU11-pattern31-target48 0 0 0 0 0 56 105 21 0 19 0 0 0 all-images-CVIU11-pattern31-target48 78 0.0357975 2867 0.00101852
all-images-CVIU11-pattern31-target49 0 0 0 0 0 76 195 21 1 16 0 0 0 all-images-CVIU11-pattern31-target49 78 0.0357975 3737 0.000789246
all-images-CVIU11-pattern31-target5 0 0 0 0 0 157 406 31 1 32 0 0 0 all-images-CVIU11-pattern31-target5 78 0.0357975 5182 0.000567865
all-images-CVIU11-pattern31-target50 0 0 0 0 0 153 445 32 1 15 0 0 0 all-images-CVIU11-pattern31-target50 78 0.0357975 5306 0.000560531
all-images-CVIU11-pattern31-target51 0 0 0 0 0 83 227 21 0 20 0 0 0 all-images-CVIU11-pattern31-target51 78 0.0357975 3366 0.0008797
all-images-CVIU11-pattern31-target52 0 0 0 0 0 63 215 19 0 20 0 0 0 all-images-CVIU11-pattern31-target52 78 0.0357975 3375 0.000875014
all-images-CVIU11-pattern31-target53 0 0 0 0 0 39 93 16 0 7 0 0 0 all-images-CVIU11-pattern31-target53 78 0.0357975 2639 0.0011141
all-images-CVIU11-pattern31-target54 0 0 0 0 0 42 104 16 0 18 0 0 0 all-images-CVIU11-pattern31-target54 78 0.0357975 2754 0.00106809
all-images-CVIU11-pattern31-target55 0 0 0 0 0 52 92 15 0 12 0 0 0 all-images-CVIU11-pattern31-target55 78 0.0357975 2607 0.00112455
all-images-CVIU11-pattern31-target56 0 0 0 0 0 33 72 23 0 9 0 0 0 all-images-CVIU11-pattern31-target56 78 0.0357975 2308 0.00126677
all-images-CVIU11-pattern31-target57 0 0 0 0 0 194 528 39 2 17 0 0 0 all-images-CVIU11-pattern31-target57 78 0.0357975 5944 0.00050338
all-images-CVIU11-pattern31-target58 0 0 0 0 0 31 70 14 0 11 0 0 0 all-images-CVIU11-pattern31-target58 78 0.0357975 2365 0.0012406
all-images-CVIU11-pattern31-target59 0 0 0 0 0 134 291 29 1 44 0 0 0 all-images-CVIU11-pattern31-target59 78 0.0357975 4838 0.000603981
all-images-CVIU11-pattern31-target6 0 0 0 0 0 131 317 29 1 14 0 0 0 all-images-CVIU11-pattern31-target6 78 0.0357975 4896 0.000599351
all-images-CVIU11-pattern31-target60 0 0 0 0 0 87 176 20 0 10 0 0 0 all-images-CVIU11-pattern31-target60 78 0.0357975 3476 0.000839549
all-images-CVIU11-pattern31-target61 0 0 0 0 0 126 265 33 1 30 0 0 0 all-images-CVIU11-pattern31-target61 78 0.0357975 4779 0.000617367
all-images-CVIU11-pattern31-target62 0 0 0 0 0 141 334 31 2 29 0 0 0 all-images-CVIU11-pattern31-target62 78 0.0357975 5025 0.000584736
all-images-CVIU11-pattern31-target63 0 0 0 0 0 109 228 26 1 23 0 0 0 all-images-CVIU11-pattern31-target63 78 0.0357975 4373 0.000673109
all-images-CVIU11-pattern31-target64 0 0 0 0 0 72 155 21 1 16 0 0 0 all-images-CVIU11-pattern31-target64 78 0.0357975 3646 0.000810028
all-images-CVIU11-pattern31-target65 0 0 0 0 0 65 149 20 0 31 0 0 0 all-images-CVIU11-pattern31-target65 78 0.0357975 3468 0.000850081
all-images-CVIU11-pattern31-target66 0 0 0 0 0 52 95 15 0 12 0 0 0 all-images-CVIU11-pattern31-target66 78 0.0357975 2657 0.00110727
all-images-CVIU11-pattern31-target67 0 0 0 0 0 149 489 56 1 15 0 0 0 all-images-CVIU11-pattern31-target67 78 0.0357975 5219 0.00056612
all-images-CVIU11-pattern31-target68 0 0 0 0 0 171 386 33 1 16 0 0 0 all-images-CVIU11-pattern31-target68 78 0.0357975 5540 0.000532098
all-images-CVIU11-pattern31-target69 0 0 0 0 1 197 392 37 1 28 0 1 0 all-images-CVIU11-pattern31-target69 78 0.0357975 5931 0.000498083
all-images-CVIU11-pattern31-target7 0 0 0 0 0 172 300 28 1 28 0 0 0 all-images-CVIU11-pattern31-target7 78 0.0357975 4754 0.00061662
all-images-CVIU11-pattern31-target70 0 0 0 0 0 154 362 32 1 39 0 0 0 all-images-CVIU11-pattern31-target70 78 0.0357975 5232 0.000562579
all-images-CVIU11-pattern31-target71 0 0 0 0 0 128 290 28 1 13 0 0 0 all-images-CVIU11-pattern31-target71 78 0.0357975 4700 0.000625756
all-images-CVIU11-pattern31-target72 0 0 0 0 0 133 353 25 1 12 0 0 0 all-images-CVIU11-pattern31-target72 78 0.0357975 4314 0.000680362
all-images-CVIU11-pattern31-target73 0 0 0 0 0 179 453 32 1 14 0 0 0 all-images-CVIU11-pattern31-target73 78 0.0357975 5242 0.00056331
all-images-CVIU11-pattern31-target74 0 0 0 0 0 163 410 34 1 15 0 0 0 all-images-CVIU11-pattern31-target74 78 0.0357975 5448 0.000540855
all-images-CVIU11-pattern31-target75 0 0 0 0 0 173 404 34 1 15 0 0 0 all-images-CVIU11-pattern31-target75 78 0.0357975 5528 0.000533724
all-images-CVIU11-pattern31-target76 0 0 0 0 0 183 391 35 0 51 0 0 0 all-images-CVIU11-pattern31-target76 78 0.0357975 5763 0.000510956
all-images-CVIU11-pattern31-target77 0 0 0 0 0 185 541 35 1 27 0 0 0 all-images-CVIU11-pattern31-target77 78 0.0357975 5732 0.000515585
all-images-CVIU11-pattern31-target78 0 0 0 0 0 211 398 34 1 15 0 0 0 all-images-CVIU11-pattern31-target78 78 0.0357975 5489 0.000538514
all-images-CVIU11-pattern31-target79 0 0 0 0 0 30 78 14 0 28 0 0 0 all-images-CVIU11-pattern31-target79 78 0.0357975 2319 0.0012585
all-images-CVIU11-pattern31-target8 0 0 0 0 0 74 169 20 0 9 0 0 0 all-images-CVIU11-pattern31-target8 78 0.0357975 3501 0.000831354
all-images-CVIU11-pattern31-target80 0 0 0 0 0 43 126 15 0 7 0 0 0 all-images-CVIU11-pattern31-target80 78 0.0357975 2734 0.00107722
all-images-CVIU11-pattern31-target81 0 0 0 0 0 66 244 31 1 34 0 0 0 all-images-CVIU11-pattern31-target81 78 0.0357975 3455 0.00084652
all-images-CVIU11-pattern31-target82 0 0 0 0 0 91 303 23 1 24 0 0 0 all-images-CVIU11-pattern31-target82 78 0.0357975 4058 0.000722637
all-images-CVIU11-pattern31-target83 0 0 0 0 0 138 231 24 1 11 0 0 0 all-images-CVIU11-pattern31-target83 78 0.0357975 4293 0.00068177
all-images-CVIU11-pattern31-target84 0 0 0 0 0 8 19 5 0 5 0 0 0 all-images-CVIU11-pattern31-target84 78 0.0357975 1072 0.00268267
all-images-CVIU11-pattern31-target85 0 0 0 0 0 123 294 29 1 27 0 0 0 all-images-CVIU11-pattern31-target85 78 0.0357975 4680 0.000637829
all-images-CVIU11-pattern31-target86 0 0 0 0 0 75 226 21 1 13 0 0 0 all-images-CVIU11-pattern31-target86 78 0.0357975 3696 0.000796384
all-images-CVIU11-pattern31-target87 0 0 0 0 0 96 254 24 1 9 0 0 0 all-images-CVIU11-pattern31-target87 78 0.0357975 3526 0.000824996
all-images-CVIU11-pattern31-target88 0 0 0 0 0 113 272 27 1 24 0 0 0 all-images-CVIU11-pattern31-target88 78 0.0357975 4497 0.000646289
all-images-CVIU11-pattern31-target89 0 0 0 0 0 55 100 27 0 16 0 0 0 all-images-CVIU11-pattern31-target89 78 0.0357975 2776 0.00105265
all-images-CVIU11-pattern31-target9 0 0 0 0 0 80 153 19 0 13 0 0 0 all-images-CVIU11-pattern31-target9 78 0.0357975 3426 0.000846852
all-images-CVIU11-pattern31-target90 0 0 0 0 0 27 84 12 0 5 0 0 0 all-images-CVIU11-pattern31-target90 78 0.0357975 2157 0.00134287
all-images-CVIU11-pattern31-target91 0 0 0 0 0 10 26 7 0 9 0 0 0 all-images-CVIU11-pattern31-target91 78 0.0357975 1373 0.00212289
all-images-CVIU11-pattern31-target92 0 0 0 0 0 168 407 33 2 25 0 0 0 all-images-CVIU11-pattern31-target92 78 0.0357975 5539 0.000536072
all-images-CVIU11-pattern31-target93 0 0 0 0 0 88 230 25 0 11 0 0 0 all-images-CVIU11-pattern31-target93 78 0.0357975 3915 0.000755059
all-images-CVIU11-pattern31-target94 0 0 0 0 0 124 317 28 1 45 0 0 0 all-images-CVIU11-pattern31-target94 78 0.0357975 4684 0.000632865
all-images-CVIU11-pattern31-target95 0 0 0 0 0 15 58 16 0 4 0 0 0 all-images-CVIU11-pattern31-target95 78 0.0357975 1627 0.00178529
all-images-CVIU11-pattern31-target96 0 0 0 0 0 51 117 21 0 8 0 0 0 all-images-CVIU11-pattern31-target96 78 0.0357975 2944 0.000987744
all-images-CVIU11-pattern31-target97 0 0 0 0 0 51 128 29 0 18 0 0 0 all-images-CVIU11-pattern31-target97 78 0.0357975 2930 0.00099744
all-images-CVIU11-pattern31-target98 0 0 0 0 0 22 85 11 0 5 0 0 0 all-images-CVIU11-pattern31-target98 78 0.0357975 2005 0.00143454
all-images-CVIU11-pattern31-target99 0 0 0 0 0 104 260 47 1 12 0 0 0 all-images-CVIU11-pattern31-target99 78 0.0357975 4377 0.000672819
all-images-CVIU11-pattern33-target1 0 0 0 0 0 142 208 44 0 24 0 0 0 all-images-CVIU11-pattern33-target1 34 0.0855615 4212 0.000690544
all-images-CVIU11-pattern33-target10 0 0 0 0 0 86 163 22 0 19 1 0 0 all-images-CVIU11-pattern33-target10 34 0.0855615 3506 0.000837285
all-images-CVIU11-pattern33-target100 0 0 0 0 0 31 52 14 0 15 0 0 0 all-images-CVIU11-pattern33-target100 34 0.0855615 1764 0.00164087
all-images-CVIU11-pattern33-target101 0 0 0 0 0 21 46 7 0 7 0 0 0 all-images-CVIU11-pattern33-target101 34 0.0855615 1794 0.0015855
all-images-CVIU11-pattern33-target102 0 0 0 0 0 46 90 13 0 13 0 0 0 all-images-CVIU11-pattern33-target102 34 0.0855615 2626 0.00110746
all-images-CVIU11-pattern33-target103 0 0 0 0 0 55 149 18 0 22 1 0 0 all-images-CVIU11-pattern33-target103 34 0.0855615 2848 0.00101168
all-images-CVIU11-pattern33-target104 0 0 0 1 0 137 217 36 0 25 1 0 0 all-images-CVIU11-pattern33-target104 34 0.0855615 4173 0.00071414
all-images-CVIU11-pattern33-target105 1 0 0 0 0 123 212 30 0 26 1 0 0 all-images-CVIU11-pattern33-target105 34 0.0855615 4159 0.000703228
all-images-CVIU11-pattern33-target106 0 0 0 0 0 91 239 41 0 26 1 0 0 all-images-CVIU11-pattern33-target106 34 0.0855615 3615 0.000821073
all-images-CVIU11-pattern33-target107 0 0 0 0 0 66 111 19 0 17 0 0 0 all-images-CVIU11-pattern33-target107 34 0.0855615 3132 0.000936236
all-images-CVIU11-pattern33-target108 1 1 0 1 0 239 364 104 0 58 4 0 1 all-images-CVIU11-pattern33-target108 34 0.0855615 5564 0.000536047
all-images-CVIU11-pattern33-target109 0 0 0 0 0 125 253 33 0 33 0 0 0 all-images-CVIU11-pattern33-target109 34 0.0855615 4342 0.000669757
all-images-CVIU11-pattern33-target11 0 0 0 0 0 38 69 16 0 16 0 0 0 all-images-CVIU11-pattern33-target11 34 0.0855615 2362 0.00121434
all-images-CVIU11-pattern33-target110 0 0 0 0 0 63 86 13 0 12 0 0 0 all-images-CVIU11-pattern33-target110 34 0.0855615 2666 0.00106096
all-images-CVIU11-pattern33-target111 0 0 0 0 0 43 77 12 0 13 0 0 0 all-images-CVIU11-pattern33-target111 34 0.0855615 2529 0.00114307
all-images-CVIU11-pattern33-target112 0 0 0 0 0 62 93 21 0 13 0 0 0 all-images-CVIU11-pattern33-target112 34 0.0855615 2526 0.00113889
all-images-CVIU11-pattern33-target113 0 0 0 0 0 54 90 18 0 12 0 0 0 all-images-CVIU11-pattern33-target113 34 0.0855615 2877 0.0010013
all-images-CVIU11-pattern33-target114 0 0 0 0 0 31 46 10 0 19 0 0 0 all-images-CVIU11-pattern33-target114 34 0.0855615 2124 0.00137207
all-images-CVIU11-pattern33-target115 0 0 0 0 0 125 160 22 0 28 1 0 0 all-images-CVIU11-pattern33-target115 34 0.0855615 3615 0.000804234
all-images-CVIU11-pattern33-target116 1 0 1 0 0 227 466 72 0 33 1 0 0 all-images-CVIU11-pattern33-target116 34 0.0855615 5710 0.000519105
all-images-CVIU11-pattern33-target117 0 1 0 0 0 117 195 35 0 24 1 0 1 all-images-CVIU11-pattern33-target117 34 0.0855615 4110 0.000719269
all-images-CVIU11-pattern33-target118 0 0 0 0 0 82 130 39 0 21 2 0 0 all-images-CVIU11-pattern33-target118 34 0.0855615 3502 0.000826801
all-images-CVIU11-pattern33-target119 1 1 0 0 0 201 368 48 1 32 1 0 1 all-images-CVIU11-pattern33-target119 34 0.0855615 5376 0.00054845
all-images-CVIU11-pattern33-target12 1 0 0 0 0 106 216 27 0 20 1 0 0 all-images-CVIU11-pattern33-target12 34 0.0855615 3974 0.000729826
all-images-CVIU11-pattern33-target120 0 0 0 0 0 136 257 54 0 24 1 0 0 all-images-CVIU11-pattern33-target120 34 0.0855615 4301 0.000686428
all-images-CVIU11-pattern33-target121 0 0 0 0 0 167 291 40 0 44 2 0 0 all-images-CVIU11-pattern33-target121 34 0.0855615 4804 0.000617675
all-images-CVIU11-pattern33-target122 0 0 0 0 0 73 122 20 0 25 0 0 0 all-images-CVIU11-pattern33-target122 34 0.0855615 3315 0.000887591
all-images-CVIU11-pattern33-target123 0 1 0 0 0 188 367 52 0 45 1 0 1 all-images-CVIU11-pattern33-target123 34 0.0855615 4939 0.000601875
all-images-CVIU11-pattern33-target124 0 0 0 0 0 92 282 28 0 21 1 0 0 all-images-CVIU11-pattern33-target124 34 0.0855615 3648 0.000813048
all-images-CVIU11-pattern33-target125 0 0 0 0 0 172 330 47 0 22 0 0 0 all-images-CVIU11-pattern33-target125 34 0.0855615 4490 0.000657038
all-images-CVIU11-pattern33-target126 0 0 0 0 0 11 27 5 0 9 0 0 0 all-images-CVIU11-pattern33-target126 34 0.0855615 1342 0.00215656
all-images-CVIU11-pattern33-target127 0 0 0 0 0 16 47 6 0 11 0 0 0 all-images-CVIU11-pattern33-target127 34 0.0855615 1570 0.00182355
all-images-CVIU11-pattern33-target128 0 0 0 0 0 169 338 33 0 38 2 0 0 all-images-CVIU11-pattern33-target128 34 0.0855615 4476 0.000662553
all-images-CVIU11-pattern33-target129 0 0 0 0 0 27 48 14 0 8 0 0 0 all-images-CVIU11-pattern33-target129 34 0.0855615 1751 0.00165359
all-images-CVIU11-pattern33-target13 0 0 0 0 0 150 261 28 0 29 2 0 0 all-images-CVIU11-pattern33-target13 34 0.0855615 3947 0.0007367
all-images-CVIU11-pattern33-target130 0 0 0 0 0 20 57 13 0 8 0 0 0 all-images-CVIU11-pattern33-target130 34 0.0855615 1721 0.00169959
all-images-CVIU11-pattern33-target131 0 0 0 0 0 47 76 16 0 14 0 0 0 all-images-CVIU11-pattern33-target131 34 0.0855615 2645 0.00111505
all-images-CVIU11-pattern33-target132 0 0 0 0 0 64 113 21 0 29 1 0 0 all-images-CVIU11-pattern33-target132 34 0.0855615 3025 0.000976431
all-images-CVIU11-pattern33-target133 0 0 0 0 0 52 95 16 0 16 0 0 0 all-images-CVIU11-pattern33-target133 34 0.0855615 2792 0.00105705
all-images-CVIU11-pattern33-target134 0 0 0 0 0 69 134 20 0 30 1 0 0 all-images-CVIU11-pattern33-target134 34 0.0855615 3182 0.000931442
all-images-CVIU11-pattern33-target135 0 0 0 0 0 57 107 17 0 16 0 0 0 all-images-CVIU11-pattern33-target135 34 0.0855615 2888 0.00102235
all-images-CVIU11-pattern33-target136 0 0 0 0 0 66 111 22 0 17 0 0 0 all-images-CVIU11-pattern33-target136 34 0.0855615 3109 0.000955523
all-images-CVIU11-pattern33-target137 0 0 0 0 0 21 35 9 0 10 0 0 0 all-images-CVIU11-pattern33-target137 34 0.0855615 1765 0.00167306
all-images-CVIU11-pattern33-target138 0 0 1 0 1 207 399 53 0 31 2 1 0 all-images-CVIU11-pattern33-target138 34 0.0855615 5530 0.00053759
all-images-CVIU11-pattern33-target139 0 0 0 0 0 28 65 21 0 20 0 0 0 all-images-CVIU11-pattern33-target139 34 0.0855615 2051 0.001447
all-images-CVIU11-pattern33-target14 0 0 0 0 0 22 36 9 0 8 0 0 0 all-images-CVIU11-pattern33-target14 34 0.0855615 1845 0.00155106
all-images-CVIU11-pattern33-target140 0 0 0 0 0 36 100 12 0 12 1 0 0 all-images-CVIU11-pattern33-target140 34 0.0855615 2299 0.00127614
all-images-CVIU11-pattern33-target141 0 0 0 0 0 27 77 7 0 12 0 0 0 all-images-CVIU11-pattern33-target141 34 0.0855615 2036 0.00142859
all-images-CVIU11-pattern33-target142 0 0 0 0 0 61 97 22 0 18 0 0 0 all-images-CVIU11-pattern33-target142 34 0.0855615 2988 0.000992252
all-images-CVIU11-pattern33-target143 0 0 0 0 0 41 83 30 0 25 1 0 0 all-images-CVIU11-pattern33-target143 34 0.0855615 2450 0.00121132
all-images-CVIU11-pattern33-target144 0 0 0 0 0 79 202 28 0 22 1 0 0 all-images-CVIU11-pattern33-target144 34 0.0855615 3449 0.000843413
all-images-CVIU11-pattern33-target145 0 0 0 0 0 34 64 10 0 18 0 0 0 all-images-CVIU11-pattern33-target145 34 0.0855615 2119 0.00138123
all-images-CVIU11-pattern33-target146 1 0 0 1 1 140 233 47 0 43 2 1 0 all-images-CVIU11-pattern33-target146 34 0.0855615 4549 0.000655522
all-images-CVIU11-pattern33-target15 0 0 0 0 0 13 38 6 0 10 0 0 0 all-images-CVIU11-pattern33-target15 34 0.0855615 1385 0.00211024
all-images-CVIU11-pattern33-target16 0 0 0 0 0 38 64 9 0 9 0 0 0 all-images-CVIU11-pattern33-target16 34 0.0855615 2185 0.00129714
all-images-CVIU11-pattern33-target17 0 0 0 0 0 134 255 34 0 40 2 0 0 all-images-CVIU11-pattern33-target17 34 0.0855615 4361 0.000679501
all-images-CVIU11-pattern33-target18 0 0 0 1 1 129 213 56 0 34 1 1 0 all-images-CVIU11-pattern33-target18 34 0.0855615 4299 0.000684739
all-images-CVIU11-pattern33-target19 0 0 0 0 0 258 432 53 0 35 2 0 0 all-images-CVIU11-pattern33-target19 34 0.0855615 5916 0.000499412
all-images-CVIU11-pattern33-target2 0 0 0 0 0 90 167 20 0 25 1 0 0 all-images-CVIU11-pattern33-target2 34 0.0855615 3621 0.000793179
all-images-CVIU11-pattern33-target20 1 0 0 0 0 160 271 45 0 25 2 0 0 all-images-CVIU11-pattern33-target20 34 0.0855615 4682 0.000627565
all-images-CVIU11-pattern33-target21 0 0 0 0 0 144 175 34 0 19 0 0 0 all-images-CVIU11-pattern33-target21 34 0.0855615 3875 0.000755541
all-images-CVIU11-pattern33-target22 0 0 0 0 0 56 101 30 0 16 0 0 0 all-images-CVIU11-pattern33-target22 34 0.0855615 2858 0.00103046
all-images-CVIU11-pattern33-target23 0 0 0 0 0 124 240 31 0 25 2 0 0 all-images-CVIU11-pattern33-target23 34 0.0855615 4264 0.00068475
all-images-CVIU11-pattern33-target24 0 0 0 0 0 14 36 7 0 7 0 0 0 all-images-CVIU11-pattern33-target24 34 0.0855615 1478 0.0019464
all-images-CVIU11-pattern33-target25 0 0 0 0 0 50 114 11 0 12 0 0 0 all-images-CVIU11-pattern33-target25 34 0.0855615 2778 0.00102132
all-images-CVIU11-pattern33-target26 0 0 0 0 0 30 56 8 0 9 0 0 0 all-images-CVIU11-pattern33-target26 34 0.0855615 2123 0.00133785
all-images-CVIU11-pattern33-target27 0 0 0 0 0 85 218 40 0 32 0 0 0 all-images-CVIU11-pattern33-target27 34 0.0855615 3551 0.00082151
all-images-CVIU11-pattern33-target28 0 0 0 0 0 28 31 8 0 9 0 0 0 all-images-CVIU11-pattern33-target28 34 0.0855615 1718 0.00166519
all-images-CVIU11-pattern33-target29 1 0 1 0 0 219 415 57 0 34 2 0 0 all-images-CVIU11-pattern33-target29 34 0.0855615 5578 0.000530627
all-images-CVIU11-pattern33-target3 1 0 0 0 0 135 237 31 0 37 1 0 0 all-images-CVIU11-pattern33-target3 34 0.0855615 4501 0.000650522
all-images-CVIU11-pattern33-target30 0 1 0 1 1 171 266 71 0 44 1 1 1 all-images-CVIU11-pattern33-target30 34 0.0855615 4854 0.000607689
all-images-CVIU11-pattern33-target31 0 0 1 0 0 161 234 32 0 24 1 0 0 all-images-CVIU11-pattern33-target31 34 0.0855615 4105 0.000713602
all-images-CVIU11-pattern33-target32 1 0 1 0 0 253 486 62 0 37 2 0 0 all-images-CVIU11-pattern33-target32 34 0.0855615 5970 0.000495188
all-images-CVIU11-pattern33-target33 1 1 1 0 1 225 412 63 1 36 2 1 1 all-images-CVIU11-pattern33-target33 34 0.0855615 5714 0.000520462
all-images-CVIU11-pattern33-target34 1 0 0 0 0 96 159 28 0 38 1 0 0 all-images-CVIU11-pattern33-target34 34 0.0855615 3733 0.000788498
all-images-CVIU11-pattern33-target35 1 1 1 1 1 216 359 52 1 51 1 1 1 all-images-CVIU11-pattern33-target35 34 0.0855615 5635 0.000526906
all-images-CVIU11-pattern33-target36 0 0 0 0 0 65 101 21 0 17 0 0 0 all-images-CVIU11-pattern33-target36 34 0.0855615 3115 0.000938237
all-images-CVIU11-pattern33-target37 0 0 0 1 0 194 421 53 0 45 3 0 0 all-images-CVIU11-pattern33-target37 34 0.0855615 5352 0.0005553
all-images-CVIU11-pattern33-target38 0 0 0 1 1 199 317 47 0 30 1 1 0 all-images-CVIU11-pattern33-target38 34 0.0855615 5172 0.000572718
all-images-CVIU11-pattern33-target39 0 0 0 0 0 101 127 20 0 17 0 0 0 all-images-CVIU11-pattern33-target39 34 0.0855615 3218 0.00089893
all-images-CVIU11-pattern33-target4 0 0 0 0 0 113 208 29 0 22 1 0 0 all-images-CVIU11-pattern33-target4 34 0.0855615 4104 0.000711693
all-images-CVIU11-pattern33-target40 0 0 0 0 0 105 165 30 0 35 2 0 0 all-images-CVIU11-pattern33-target40 34 0.0855615 3803 0.000765405
all-images-CVIU11-pattern33-target41 0 0 0 0 0 89 160 27 0 18 0 0 0 all-images-CVIU11-pattern33-target41 34 0.0855615 3632 0.000794144
all-images-CVIU11-pattern33-target42 1 0 0 0 0 118 235 49 0 34 1 0 0 all-images-CVIU11-pattern33-target42 34 0.0855615 3834 0.000766414
all-images-CVIU11-pattern33-target43 0 0 0 0 0 161 290 55 1 49 1 0 0 all-images-CVIU11-pattern33-target43 34 0.0855615 4856 0.000606934
all-images-CVIU11-pattern33-target44 1 1 0 0 0 247 420 67 0 33 2 0 1 all-images-CVIU11-pattern33-target44 34 0.0855615 5972 0.00048936
all-images-CVIU11-pattern33-target45 1 1 0 0 0 222 417 70 0 29 1 0 1 all-images-CVIU11-pattern33-target45 34 0.0855615 5640 0.000517357
all-images-CVIU11-pattern33-target46 0 0 0 0 0 98 276 31 0 25 2 0 0 all-images-CVIU11-pattern33-target46 34 0.0855615 3794 0.000779673
all-images-CVIU11-pattern33-target47 1 0 0 1 0 177 314 60 1 53 2 0 0 all-images-CVIU11-pattern33-target47 34 0.0855615 4962 0.000601792
all-images-CVIU11-pattern33-target48 0 0 0 0 0 56 93 19 0 27 1 0 0 all-images-CVIU11-pattern33-target48 34 0.0855615 2867 0.00101852
all-images-CVIU11-pattern33-target49 0 0 0 0 0 136 199 29 0 22 1 0 0 all-images-CVIU11-pattern33-target49 34 0.0855615 3737 0.000789246
all-images-CVIU11-pattern33-target5 0 0 1 1 0 179 296 53 0 38 1 0 0 all-images-CVIU11-pattern33-target5 34 0.0855615 5182 0.000567865
all-images-CVIU11-pattern33-target50 1 0 1 0 0 252 350 52 1 32 1 0 0 all-images-CVIU11-pattern33-target50 34 0.0855615 5306 0.000560531
all-images-CVIU11-pattern33-target51 0 0 0 0 0 76 124 43 0 34 1 0 0 all-images-CVIU11-pattern33-target51 34 0.0855615 3366 0.0008797
all-images-CVIU11-pattern33-target52 0 0 0 0 0 80 151 41 0 21 1 0 0 all-images-CVIU11-pattern33-target52 34 0.0855615 3375 0.000875014
all-images-CVIU11-pattern33-target53 0 0 0 0 0 58 109 27 0 18 0 0 0 all-images-CVIU11-pattern33-target53 34 0.0855615 2639 0.0011141
all-images-CVIU11-pattern33-target54 0 0 0 0 0 79 110 17 0 17 0 0 0 all-images-CVIU11-pattern33-target54 34 0.0855615 2754 0.00106809
all-images-CVIU11-pattern33-target55 0 0 0 0 0 49 96 26 0 23 0 0 0 all-images-CVIU11-pattern33-target55 34 0.0855615 2607 0.00112455
all-images-CVIU11-pattern33-target56 0 0 0 0 0 36 94 12 0 12 1 0 0 all-images-CVIU11-pattern33-target56 34 0.0855615 2308 0.00126677
all-images-CVIU11-pattern33-target57 1 1 0 1 1 244 435 115 1 42 2 1 1 all-images-CVIU11-pattern33-target57 34 0.0855615 5944 0.00050338
all-images-CVIU11-pattern33-target58 0 0 0 0 0 38 89 25 0 14 1 0 0 all-images-CVIU11-pattern33-target58 34 0.0855615 2365 0.0012406
all-images-CVIU11-pattern33-target59 1 1 0 1 1 229 267 35 0 43 2 1 1 all-images-CVIU11-pattern33-target59 34 0.0855615 4838 0.000603981
all-images-CVIU11-pattern33-target6 1 0 1 1 1 169 317 45 0 46 1 1 0 all-images-CVIU11-pattern33-target6 34 0.0855615 4896 0.000599351
all-images-CVIU11-pattern33-target60 0 0 0 0 0 81 139 36 0 27 1 0 0 all-images-CVIU11-pattern33-target60 34 0.0855615 3476 0.000839549
all-images-CVIU11-pattern33-target61 1 0 0 0 0 155 250 62 0 39 1 0 0 all-images-CVIU11-pattern33-target61 34 0.0855615 4779 0.000617367
all-images-CVIU11-pattern33-target62 0 1 1 0 1 174 330 72 0 35 1 1 1 all-images-CVIU11-pattern33-target62 34 0.0855615 5025 0.000584736
all-images-CVIU11-pattern33-target63 1 0 0 1 1 136 234 37 0 42 1 1 0 all-images-CVIU11-pattern33-target63 34 0.0855615 4373 0.000673109
all-images-CVIU11-pattern33-target64 0 0 0 0 0 121 158 25 0 21 1 0 0 all-images-CVIU11-pattern33-target64 34 0.0855615 3646 0.000810028
all-images-CVIU11-pattern33-target65 0 0 0 0 0 82 218 24 0 31 1 0 0 all-images-CVIU11-pattern33-target65 34 0.0855615 3468 0.000850081
all-images-CVIU11-pattern33-target66 0 0 0 0 0 49 133 26 0 15 1 0 0 all-images-CVIU11-pattern33-target66 34 0.0855615 2657 0.00110727
