instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static instance pattern_n pattern_d target_n target_d
si6_m4D_m1296.01 4701 5529 5433 5420 2598 18201 1453 4360 24476 17678 1000000 5629 2698 si6_m4D_m1296.01 777 0.00485611 1296 0.00429
si6_m4D_m1296.03 87 104 103 133 14 618 3568 5010 91 378 446455 14 114 si6_m4D_m1296.03 777 0.00472343 1296 0.00429
si6_r001_m200.05 7 8 5 8 0 12 8 8 0 6 6 0 8 si6_r001_m200.05 120 0.0263305 200 0.0226633
si6_r001_m200.09 1 3 2 3 0 5 5 6 0 5 2 0 3 si6_r001_m200.09 120 0.0267507 200 0.0225126
si6_r001_m200.07 0 0 0 0 0 0 7 3 0 5 0 0 0 si6_r001_m200.07 120 0.0296919 200 0.0222111
si6_r001_m200.02 1 0 1 0 0 4 5 4 0 4 2 0 0 si6_r001_m200.02 120 0.0288515 200 0.0224623
si6_r001_m200.01 0 0 0 0 0 1 8 3 0 6 0 0 0 si6_r001_m200.01 120 0.0278711 200 0.0223116
si6_r001_m200.00 0 0 0 0 0 0 4 3 0 7 0 0 0 si6_r001_m200.00 120 0.0296919 200 0.0221106
si6_r001_m200.04 1 1 1 0 0 4 5 4 0 4 1 0 1 si6_r001_m200.04 120 0.0278711 200 0.0220101
si6_r001_m200.06 0 0 0 0 0 0 8 3 0 7 0 0 0 si6_r001_m200.06 120 0.0295518 200 0.0226131
si6_r001_m200.08 0 0 0 0 0 0 7 3 0 5 0 0 0 si6_r001_m200.08 120 0.0278711 200 0.0221106
si6_r001_m200.03 0 0 0 0 0 0 8 3 0 6 0 0 0 si6_r001_m200.03 120 0.0270308 200 0.0223618
si4_b06_m400.06 0 0 0 0 0 1 48 7 0 15 0 0 0 si4_b06_m400.06 160 0.0372642 400 0.0150376
si4_b06_m400.07 0 0 0 0 0 1 53 7 0 15 0 0 0 si4_b06_m400.07 160 0.0372642 400 0.0150376
si4_b06_m400.09 0 0 0 0 0 1 27 7 0 16 0 0 0 si4_b06_m400.09 160 0.0372642 400 0.0150376
si4_b06_m400.01 0 0 0 0 0 1 50 12 0 15 0 0 0 si4_b06_m400.01 160 0.0372642 400 0.0150376
si4_b06_m400.04 0 0 0 0 0 1 49 12 0 16 0 0 0 si4_b06_m400.04 160 0.0372642 400 0.0150376
si4_b06_m400.03 0 0 0 0 0 1 50 13 0 16 0 0 0 si4_b06_m400.03 160 0.0372642 400 0.0150376
si4_b06_m400.00 0 0 0 0 0 1 27 12 0 9 0 0 0 si4_b06_m400.00 160 0.0372642 400 0.0150376
si4_b06_m400.05 0 0 0 0 0 1 28 7 0 9 0 0 0 si4_b06_m400.05 160 0.0372642 400 0.0150376
si4_b06_m400.08 0 0 0 0 0 1 50 13 0 16 0 0 0 si4_b06_m400.08 160 0.0372642 400 0.0150376
si4_b06_m400.02 0 0 0 0 0 1 39 7 0 15 0 0 0 si4_b06_m400.02 160 0.0372642 400 0.0150376
si2_m4Dr6_m256.06 2 2 2 2 0 4 6 9 0 3 0 0 2 si2_m4Dr6_m256.06 51 0.067451 256 0.0252145
si2_m4Dr6_m256.05 0 0 0 0 0 0 6 1 0 3 0 0 0 si2_m4Dr6_m256.05 51 0.0643137 256 0.0252145
si2_m4Dr6_m256.09 2 4 2 4 0 5 6 10 1 3 14 0 4 si2_m4Dr6_m256.09 51 0.0611765 256 0.0251532
si2_m4Dr6_m256.00 2 2 2 2 0 2 6 4 1 2 4 0 2 si2_m4Dr6_m256.00 51 0.0682353 256 0.0252451
si2_m4Dr6_m256.07 0 0 0 0 0 0 5 2 0 2 0 0 0 si2_m4Dr6_m256.07 51 0.0603922 256 0.0252451
si2_m4Dr6_m256.04 0 0 0 0 0 1 6 3 0 3 0 0 0 si2_m4Dr6_m256.04 51 0.0682353 256 0.0251838
si2_m4Dr6_m256.02 0 0 0 0 0 1 7 10 0 3 0 0 0 si2_m4Dr6_m256.02 51 0.0760784 256 0.0252451
si2_m4Dr6_m256.01 8 10 9 10 0 12 6 9 0 3 0 0 10 si2_m4Dr6_m256.01 51 0.0596078 256 0.0252145
si2_m4Dr6_m256.08 1 1 1 1 2 4 7 30 5 6 5 2 1 si2_m4Dr6_m256.08 51 0.0603922 256 0.0252451
si2_m4Dr6_m256.03 0 0 0 0 0 0 6 4 0 3 0 0 0 si2_m4Dr6_m256.03 51 0.0729412 256 0.0251225
si6_r01_m200.04 1 0 0 0 0 1 119 9 20 43 4 0 0 si6_r01_m200.04 120 0.192297 200 0.190452
si6_r01_m200.08 1 1 1 2 1 1 146 16 161 125 22 1 1 si6_r01_m200.08 120 0.194538 200 0.189749
si6_r01_m200.02 3 2 0 3 2 2 210 51 2244 1943 360 2 2 si6_r01_m200.02 120 0.191317 200 0.191357
si6_r01_m200.09 0 0 0 0 0 1 120 42 385 335 297 0 0 si6_r01_m200.09 120 0.185434 200 0.190251
si6_r01_m200.07 1 1 9 1 0 2 139 17 154 157 35 0 1 si6_r01_m200.07 120 0.189216 200 0.190352
si6_r01_m200.00 3 2 3 2 3 2 159 70 235 197 71 3 2 si6_r01_m200.00 120 0.197199 200 0.190804
si6_r01_m200.01 0 0 101 0 0 1 93 10 573 529 568 0 0 si6_r01_m200.01 120 0.189356 200 0.189397
si6_r01_m200.03 12 7 14 7 5 5 299 163 427 390 916 5 7 si6_r01_m200.03 120 0.186275 200 0.190653
si6_r01_m200.05 2 1 0 2 1 2 131 31 683 463 864 1 1 si6_r01_m200.05 120 0.188235 200 0.189447
si6_r01_m200.06 1 1 1 1 1 2 151 35 374 325 377 1 1 si6_r01_m200.06 120 0.189076 200 0.188794
si2_b03m_m800.03 0 0 0 0 0 5 25 13 0 1000000 0 0 0 si2_b03m_m800.03 160 0.0143082 800 0.00375156
si2_b03m_m800.02 0 0 0 0 0 3 27 8 0 12 14808 0 0 si2_b03m_m800.02 160 0.0150943 800 0.00374844
si2_b03m_m800.09 0 0 0 0 0 5 26 74 1000000 124 4 0 0 si2_b03m_m800.09 160 0.0141509 800 0.00374844
si2_b03m_m800.04 0 0 0 0 0 5 28 8 1 15 5 0 0 si2_b03m_m800.04 160 0.0147013 800 0.00375469
si2_b03m_m800.06 0 0 0 0 0 5 26 8 0 9 0 0 0 si2_b03m_m800.06 160 0.0147799 800 0.00375469
si2_b03m_m800.05 0 0 0 0 0 3 15 8 1400 3983 4 0 0 si2_b03m_m800.05 160 0.0147013 800 0.00375469
si2_b03m_m800.01 0 0 0 0 0 4 15 8 9 26 4 0 0 si2_b03m_m800.01 160 0.0147013 800 0.00375469
si2_b03m_m800.08 0 0 0 0 0 5 27 14 819980 11 0 0 0 si2_b03m_m800.08 160 0.0142296 800 0.00375156
si2_b03m_m800.07 276462 398390 399286 401333 0 1000000 26 8 2245 7 4 0 100 si2_b03m_m800.07 160 0.0146226 800 0.00375469
si2_b03m_m800.00 0 0 0 0 0 3 26 8 325 9 0 0 0 si2_b03m_m800.00 160 0.0147799 800 0.00375156
si2_r001_m200.06 1 3 1 3 3 3 3 38 26 28 158 3 3 si2_r001_m200.06 40 0.0589744 200 0.0223618
si2_r001_m200.01 103 71 72 114 2 204 2 14 2 2 9 2 71 si2_r001_m200.01 40 0.0615385 200 0.0225628
si2_r001_m200.02 61 40 40 72 2 81 2 48 6 4 37 2 40 si2_r001_m200.02 40 0.0615385 200 0.0221608
si2_r001_m200.07 0 0 0 0 0 0 3 1 0 1 0 0 0 si2_r001_m200.07 40 0.0692308 200 0.0229146
si2_r001_m200.04 1 1 1 1 0 2 2 91 0 1 1 0 1 si2_r001_m200.04 40 0.0602564 200 0.0223116
si2_r001_m200.05 82801 98491 100409 98457 50 167244 15 67 14740 8837 12 50 150 si2_r001_m200.05 40 0.0564103 200 0.0227136
si2_r001_m200.09 23640 28303 27994 28202 0 45973 8 197 122 75 4751 0 100 si2_r001_m200.09 40 0.0551282 200 0.0222613
si2_r001_m200.03 790 882 826 821 0 1411 3 427 6 4 64 0 100 si2_r001_m200.03 40 0.0589744 200 0.0225628
si2_r001_m200.00 0 0 0 0 1 0 3 11 11 6 39 1 0 si2_r001_m200.00 40 0.0525641 200 0.0219598
si2_r001_m200.08 4046 4611 4605 4595 4 8993 3 110 2 2 1 4 104 si2_r001_m200.08 40 0.0589744 200 0.0222613
si6_b03m_m800.01 1 0 0 0 2 8 85 62 30 36 1 2 0 si6_b03m_m800.01 480 0.00557585 800 0.00375469
si6_b03m_m800.08 1 0 0 0 2 8 73 55 12 32 473 2 0 si6_b03m_m800.08 480 0.00571503 800 0.00375469
si6_b03m_m800.03 24 32 31 17 2 100 86 106 77 25 12 2 32 si6_b03m_m800.03 480 0.00566284 800 0.00375469
si6_b03m_m800.00 1 0 0 0 2 8 50 54 3 45 102 2 0 si6_b03m_m800.00 480 0.00558455 800 0.00375469
si6_b03m_m800.04 1 0 0 0 2 8 57 54 2 36 13 2 0 si6_b03m_m800.04 480 0.00565414 800 0.00375469
si6_b03m_m800.05 1 0 0 0 2 8 84 75 195 39 202 2 0 si6_b03m_m800.05 480 0.00556715 800 0.00375469
si6_b03m_m800.07 0 1 1 1 2 9 84 58 20576 33 1 2 1 si6_b03m_m800.07 480 0.00565414 800 0.00375469
si6_b03m_m800.06 1 0 0 0 10 8 87 53 8 39 60593 10 0 si6_b03m_m800.06 480 0.00554976 800 0.00374844
si6_b03m_m800.09 1 0 0 0 23 7 84 53 60 38 212990 23 0 si6_b03m_m800.09 480 0.00562804 800 0.00375156
si6_b03m_m800.02 1 0 0 0 1 8 82 57 0 24 14 1 0 si6_b03m_m800.02 480 0.00567154 800 0.00375469
si4_r005_m200.00 9 7 7 7 6 13 61 39 137 144 302 6 7 si4_r005_m200.00 80 0.1 200 0.0979397
si4_r005_m200.08 1 0 0 0 1 1 29 7 206 205 184 1 0 si4_r005_m200.08 80 0.0981013 200 0.0978392
si4_r005_m200.02 12 11 4 9 2 16 41 94 86 66 298 2 11 si4_r005_m200.02 80 0.0955696 200 0.0976382
si4_r005_m200.05 1 0 0 0 0 1 30 6 2 6 2 0 0 si4_r005_m200.05 80 0.106013 200 0.0977889
si4_r005_m200.06 0 0 0 0 0 1 31 10 1 5 3 0 0 si4_r005_m200.06 80 0.102848 200 0.098392
si4_r005_m200.04 2 1 220 1 1 3 30 10 158 109 473 1 1 si4_r005_m200.04 80 0.0971519 200 0.0978894
si4_r005_m200.07 2 1 378 1 2 2 35 23 132 114 230 2 1 si4_r005_m200.07 80 0.096519 200 0.098191
si4_r005_m200.09 3 2 9115 2 2 5 37 31 55 44 198 2 2 si4_r005_m200.09 80 0.0955696 200 0.0972362
si4_r005_m200.01 0 0 0 0 0 1 30 14 29 25 52 0 0 si4_r005_m200.01 80 0.0996835 200 0.0979397
si4_r005_m200.03 4 3 3 3 5 5 45 54 155 112 432 5 3 si4_r005_m200.03 80 0.100633 200 0.0978894
si6_b09m_m400.03 0 0 0 0 0 3 47 17 0 20 1 0 0 si6_b09m_m400.03 240 0.0286262 400 0.0224937
si6_b09m_m400.07 0 0 0 0 0 3 41 16 0 35 0 0 0 si6_b09m_m400.07 240 0.0279637 400 0.0225063
si6_b09m_m400.00 0 0 0 0 0 3 52 18 0 55 0 0 0 si6_b09m_m400.00 240 0.0290098 400 0.0225188
si6_b09m_m400.04 0 0 0 0 0 3 43 18 0 18 0 0 0 si6_b09m_m400.04 240 0.0287657 400 0.0224937
si6_b09m_m400.06 0 0 0 0 0 3 47 17 0 16 0 0 0 si6_b09m_m400.06 240 0.0287657 400 0.0225063
si6_b09m_m400.08 1 0 0 0 0 3 44 16 0 50 0 0 0 si6_b09m_m400.08 240 0.0301255 400 0.0225313
si6_b09m_m400.02 0 0 0 0 0 3 48 17 0 23 0 0 0 si6_b09m_m400.02 240 0.0291841 400 0.0224937
si6_b09m_m400.05 0 0 0 0 0 3 47 17 0 57 0 0 0 si6_b09m_m400.05 240 0.0294979 400 0.0224561
si6_b09m_m400.09 1 0 0 0 0 3 44 17 0 14 0 0 0 si6_b09m_m400.09 240 0.0278591 400 0.0224561
si6_b09m_m400.01 0 0 0 0 0 3 47 18 0 21 0 0 0 si6_b09m_m400.01 240 0.0289052 400 0.0225188
si2_b09_m200.08 0 0 0 0 0 0 10 2 0 2 0 0 0 si2_b09_m200.08 40 0.201282 200 0.0452261
si2_b09_m200.01 0 0 0 0 0 0 10 2 0 2 0 0 0 si2_b09_m200.01 40 0.2 200 0.0452261
si2_b09_m200.06 0 0 0 0 0 0 10 2 0 2 0 0 0 si2_b09_m200.06 40 0.201282 200 0.0452261
si2_b09_m200.05 0 0 0 0 0 0 10 1 0 2 0 0 0 si2_b09_m200.05 40 0.201282 200 0.0452261
si2_b09_m200.00 0 0 0 0 0 0 10 2 0 2 0 0 0 si2_b09_m200.00 40 0.201282 200 0.0452261
si2_b09_m200.02 0 0 0 0 0 0 10 1 0 2 0 0 0 si2_b09_m200.02 40 0.197436 200 0.0452261
si2_b09_m200.03 0 0 0 0 0 0 10 2 0 2 0 0 0 si2_b09_m200.03 40 0.2 200 0.0452261
si2_b09_m200.04 0 0 0 0 0 0 10 2 0 2 0 0 0 si2_b09_m200.04 40 0.2 200 0.0452261
si2_b09_m200.09 0 0 0 0 0 0 10 2 0 2 0 0 0 si2_b09_m200.09 40 0.201282 200 0.0452261
si2_b09_m200.07 0 0 0 0 0 0 10 2 0 2 0 0 0 si2_b09_m200.07 40 0.201282 200 0.0452261
si6_r01_m600.02 105 79 661 80 31 49 4166 1434 667835 552644 123283 31 79 si6_r01_m600.02 360 0.189338 600 0.189755
si6_r01_m600.06 9 3 3 3 4 8 3029 751 731523 619024 81910 4 3 si6_r01_m600.06 360 0.191257 600 0.190184
si6_r01_m600.09 190 176 160 173 150 108 8678 4082 175169 143558 65862 276 250 si6_r01_m600.09 360 0.192046 600 0.189978
si6_r01_m600.08 1516 1180 1189 1166 462 769 48118 35972 537381 430611 1000000 1280 562 si6_r01_m600.08 360 0.191009 600 0.190284
si6_r01_m600.05 11 5 5 3 4 9 2720 331 35270 29631 15062 4 5 si6_r01_m600.05 360 0.190498 600 0.189967
si6_r01_m600.07 162 99 57 99 97 101 5174 2260 31088 26173 22514 97 99 si6_r01_m600.07 360 0.189183 600 0.189722
si6_r01_m600.03 75 90 58 58 34 39 5353 2210 265853 222199 93473 34 90 si6_r01_m600.03 360 0.191396 600 0.190223
si6_r01_m600.00 62 44 314 49 26 20 4019 1226 204463 166405 54727 26 44 si6_r01_m600.00 360 0.189369 600 0.190267
si6_r01_m600.01 20 12 3 8 5 15 3891 517 181852 151599 293115 5 12 si6_r01_m600.01 360 0.188409 600 0.190156
si6_r01_m600.04 279 206 205 203 59 177 9291 5470 278115 229656 909878 59 159 si6_r01_m600.04 360 0.191288 600 0.19
si2_b06_m200.02 0 0 0 0 0 0 7 1 0 2 0 0 0 si2_b06_m200.02 40 0.146154 200 0.0301508
si2_b06_m200.00 0 0 0 0 0 0 3 1 0 1 0 0 0 si2_b06_m200.00 40 0.146154 200 0.0301508
si2_b06_m200.01 0 0 0 0 0 0 7 1 0 2 0 0 0 si2_b06_m200.01 40 0.146154 200 0.0301508
si2_b06_m200.06 0 0 0 0 0 0 6 1 0 1 0 0 0 si2_b06_m200.06 40 0.146154 200 0.0301508
si2_b06_m200.09 0 0 0 0 0 0 7 1 0 1 0 0 0 si2_b06_m200.09 40 0.146154 200 0.0301508
si2_b06_m200.07 0 0 0 0 0 0 7 1 0 1 0 0 0 si2_b06_m200.07 40 0.146154 200 0.0301508
si2_b06_m200.04 0 0 0 0 0 0 3 1 0 1 0 0 0 si2_b06_m200.04 40 0.146154 200 0.0301508
si2_b06_m200.08 0 0 0 0 0 0 6 1 0 1 0 0 0 si2_b06_m200.08 40 0.146154 200 0.0301508
si2_b06_m200.03 0 0 0 0 0 0 6 1 0 1 0 0 0 si2_b06_m200.03 40 0.146154 200 0.0301508
si2_b06_m200.05 0 0 0 0 0 0 3 1 0 2 0 0 0 si2_b06_m200.05 40 0.146154 200 0.0301508
si6_m4Dr2_m1296.05 4 3 2 2 2 25 299 178 1 246 2 2 3 si6_m4Dr2_m1296.05 777 0.00656769 1296 0.00459865
si6_m4Dr2_m1296.09 4 3 2 2 2 26 300 146 1 322 2 2 3 si6_m4Dr2_m1296.09 777 0.00628906 1296 0.00459745
si6_m4Dr2_m1296.01 3 3 2 2 3 24 315 146 1 239 2 3 3 si6_m4Dr2_m1296.01 777 0.00666388 1296 0.00459626
si6_m4Dr2_m1296.06 2 3 2 2 2 17 271 146 0 143 2 2 3 si6_m4Dr2_m1296.06 777 0.00583131 1296 0.00459865
si6_m4Dr2_m1296.07 3 2 2 2 2 28 298 188 0 339 2 2 2 si6_m4Dr2_m1296.07 777 0.0060834 1296 0.00459865
si6_m4Dr2_m1296.03 3 3 2 3 3 18 247 152 0 277 2 3 3 si6_m4Dr2_m1296.03 777 0.00642174 1296 0.00459745
si6_m4Dr2_m1296.04 3 2 2 3 2 18 294 149 1 282 3 2 2 si6_m4Dr2_m1296.04 777 0.00656769 1296 0.00459865
si6_m4Dr2_m1296.00 4 3 2 3 4 19 268 198 1 375 2 4 3 si6_m4Dr2_m1296.00 777 0.00597394 1296 0.00459865
si6_m4Dr2_m1296.08 3 2 2 3 3 18 249 196 0 267 2 3 2 si6_m4Dr2_m1296.08 777 0.00635208 1296 0.00459745
si6_m4Dr2_m1296.02 2 2 3 2 3 26 246 248 0 111 3 3 2 si6_m4Dr2_m1296.02 777 0.00663734 1296 0.00459865
si2_b09m_m800.09 0 0 0 0 0 5 33 10 0 18 0 0 0 si2_b09m_m800.09 160 0.028066 800 0.0112484
si2_b09m_m800.07 15203 18245 17979 17862 0 15441 34 24 1 21 0 0 100 si2_b09m_m800.07 160 0.0258648 800 0.0112516
si2_b09m_m800.00 0 0 0 0 0 3 36 10 0 48 0 0 0 si2_b09m_m800.00 160 0.0312107 800 0.0112578
si2_b09m_m800.04 0 0 0 0 1 5 32 9 2 18 0 1 0 si2_b09m_m800.04 160 0.0288522 800 0.011239
si2_b09m_m800.02 0 0 0 0 0 5 60 18 0 24 0 0 0 si2_b09m_m800.02 160 0.0330189 800 0.0112422
si2_b09m_m800.05 0 0 0 0 0 3 36 17 0 48 0 0 0 si2_b09m_m800.05 160 0.0287736 800 0.0112578
si2_b09m_m800.03 0 0 0 0 0 5 39 12 1 30 11 0 0 si2_b09m_m800.03 160 0.0298742 800 0.0112484
si2_b09m_m800.08 0 0 0 0 0 5 42 10 0 17 0 0 0 si2_b09m_m800.08 160 0.0272799 800 0.0112484
si2_b09m_m800.06 0 0 0 0 0 4 41 11 0 36 0 0 0 si2_b09m_m800.06 160 0.031761 800 0.0112641
si2_b09m_m800.01 0 0 0 0 0 5 39 11 0 56 0 0 0 si2_b09m_m800.01 160 0.0323899 800 0.0112484
si4_b03_m400.01 0 0 0 0 0 1 14 5 0 9 0 0 0 si4_b03_m400.01 160 0.0186321 400 0.0075188
si4_b03_m400.02 0 0 0 0 0 1 14 10 0 10 0 0 0 si4_b03_m400.02 160 0.0186321 400 0.0075188
si4_b03_m400.05 0 0 0 0 0 1 24 10 0 10 0 0 0 si4_b03_m400.05 160 0.0186321 400 0.0075188
si4_b03_m400.07 0 0 0 0 0 1 26 5 0 10 0 0 0 si4_b03_m400.07 160 0.0186321 400 0.0075188
si4_b03_m400.06 0 0 0 0 0 1 26 10 0 9 0 0 0 si4_b03_m400.06 160 0.0186321 400 0.0075188
si4_b03_m400.00 0 0 0 0 0 1 25 10 0 10 0 0 0 si4_b03_m400.00 160 0.0186321 400 0.0075188
si4_b03_m400.03 0 0 0 0 0 1 25 10 0 10 0 0 0 si4_b03_m400.03 160 0.0186321 400 0.0075188
si4_b03_m400.04 0 0 0 0 0 1 20 10 0 9 0 0 0 si4_b03_m400.04 160 0.0186321 400 0.0075188
si4_b03_m400.09 0 0 0 0 0 1 14 10 0 6 0 0 0 si4_b03_m400.09 160 0.0186321 400 0.0075188
si4_b03_m400.08 0 0 0 0 0 1 14 10 0 10 0 0 0 si4_b03_m400.08 160 0.0186321 400 0.0075188
si2_b03_m200.05 0 0 0 0 0 0 2 1 0 0 0 0 0 si2_b03_m200.05 40 0.0730769 200 0.0150754
si2_b03_m200.09 0 0 0 0 0 0 2 0 0 1 0 0 0 si2_b03_m200.09 40 0.0730769 200 0.0150754
si2_b03_m200.07 0 0 0 0 0 0 2 0 0 0 0 0 0 si2_b03_m200.07 40 0.0730769 200 0.0150754
si2_b03_m200.01 0 0 0 0 0 0 2 0 0 1 0 0 0 si2_b03_m200.01 40 0.0730769 200 0.0150754
si2_b03_m200.08 0 0 0 0 0 0 2 1 0 1 0 0 0 si2_b03_m200.08 40 0.0730769 200 0.0150754
si2_b03_m200.02 0 0 0 0 0 0 2 1 0 1 0 0 0 si2_b03_m200.02 40 0.0730769 200 0.0150754
si2_b03_m200.04 0 0 0 0 0 0 3 0 0 1 0 0 0 si2_b03_m200.04 40 0.0730769 200 0.0150754
si2_b03_m200.03 0 0 0 0 0 0 2 1 0 0 0 0 0 si2_b03_m200.03 40 0.0730769 200 0.0150754
si2_b03_m200.06 0 0 0 0 0 0 2 1 0 1 0 0 0 si2_b03_m200.06 40 0.0730769 200 0.0150754
si2_b03_m200.00 0 0 0 0 0 0 2 1 0 1 0 0 0 si2_b03_m200.00 40 0.0730769 200 0.0150754
si4_r005_m600.00 63 28 28 46 4 34 1796 872 2356 1981 11697 4 28 si4_r005_m600.00 240 0.0994073 600 0.097557
si4_r005_m600.02 73 33 296 52 21 48 1305 568 1184 1042 1413 21 33 si4_r005_m600.02 240 0.0958856 600 0.0976516
si4_r005_m600.08 355 419 413 255 471 413 7613 4510 14867 12047 4422 519 571 si4_r005_m600.08 240 0.0982566 600 0.097507
si4_r005_m600.05 205 93 56 151 39 132 1891 1793 7135 5865 7621 39 93 si4_r005_m600.05 240 0.095781 600 0.0976071
si4_r005_m600.07 58 55 688 44 21 57 1237 686 1776 1494 5314 21 55 si4_r005_m600.07 240 0.096583 600 0.0975459
si4_r005_m600.06 134 106 61 106 16 171 2293 3631 729 486 37268 16 116 si4_r005_m600.06 240 0.0973849 600 0.0977462
si4_r005_m600.01 27 21 22 22 8 29 827 286 6286 5054 7054 8 21 si4_r005_m600.01 240 0.0978382 600 0.0974457
si4_r005_m600.04 122 98 97 96 45 121 2978 2714 6560 5805 4511 45 98 si4_r005_m600.04 240 0.100697 600 0.0976183
si4_r005_m600.03 24 11 17 11 10 20 1265 529 6209 5333 1823 10 11 si4_r005_m600.03 240 0.0991283 600 0.0977518
si4_r005_m600.09 7 4 52613 7 4 8 800 146 65 91 29 4 4 si4_r005_m600.09 240 0.0941423 600 0.0975014
si4_b09_m400.05 0 0 0 0 0 1 83 16 0 20 0 0 0 si4_b09_m400.05 160 0.0547956 400 0.0225564
si4_b09_m400.03 0 0 0 0 0 1 85 8 0 20 0 0 0 si4_b09_m400.03 160 0.054717 400 0.0225564
si4_b09_m400.00 0 0 0 0 0 1 48 8 0 11 0 0 0 si4_b09_m400.00 160 0.0547956 400 0.0225564
si4_b09_m400.07 0 0 0 0 0 1 73 8 0 20 0 0 0 si4_b09_m400.07 160 0.054717 400 0.0225564
si4_b09_m400.01 0 0 0 0 0 1 77 8 0 20 0 0 0 si4_b09_m400.01 160 0.0547956 400 0.0225564
si4_b09_m400.06 0 0 0 0 0 1 62 8 0 11 0 0 0 si4_b09_m400.06 160 0.054717 400 0.0225564
si4_b09_m400.04 0 0 0 0 0 1 85 8 0 20 0 0 0 si4_b09_m400.04 160 0.054717 400 0.0225564
si4_b09_m400.02 0 0 0 0 0 1 82 15 0 20 0 0 0 si4_b09_m400.02 160 0.054717 400 0.0225564
si4_b09_m400.08 0 0 0 0 0 1 78 8 0 20 0 0 0 si4_b09_m400.08 160 0.054717 400 0.0225564
si4_b09_m400.09 0 0 0 0 0 1 83 15 0 11 0 0 0 si4_b09_m400.09 160 0.054717 400 0.0225564
si4_b06m_m400.06 0 0 0 0 0 1 18 9 0 9 0 0 0 si4_b06m_m400.06 160 0.027673 400 0.0150125
si4_b06m_m400.03 0 0 0 0 0 1 20 8 0 6 0 0 0 si4_b06m_m400.03 160 0.0286164 400 0.0150125
si4_b06m_m400.01 0 0 0 0 0 1 22 9 0 15 0 0 0 si4_b06m_m400.01 160 0.0279874 400 0.0149875
si4_b06m_m400.08 0 0 0 0 0 1 19 9 0 10 0 0 0 si4_b06m_m400.08 160 0.0274371 400 0.0150251
si4_b06m_m400.05 0 0 0 0 0 1 19 6 0 12 0 0 0 si4_b06m_m400.05 160 0.0245283 400 0.0150376
si4_b06m_m400.07 0 0 0 0 0 2 22 9 0 25 0 0 0 si4_b06m_m400.07 160 0.0277516 400 0.0150376
si4_b06m_m400.00 0 0 0 0 0 1 19 9 0 8 0 0 0 si4_b06m_m400.00 160 0.0273585 400 0.0149875
si4_b06m_m400.04 0 0 0 0 0 1 22 5 0 22 0 0 0 si4_b06m_m400.04 160 0.0283019 400 0.0150376
si4_b06m_m400.09 0 0 0 0 0 1 18 9 0 7 0 0 0 si4_b06m_m400.09 160 0.0267296 400 0.0150125
si4_b06m_m400.02 0 0 0 0 0 2 18 9 0 8 0 0 0 si4_b06m_m400.02 160 0.0275157 400 0.0150125
si2_m4Dr2_m625.05 1 1 1 1 1 8 27 7 1 10 1 1 1 si2_m4Dr2_m625.05 125 0.0338065 625 0.00935897
si2_m4Dr2_m625.00 0 0 0 0 1 3 38 59 6 27 1 1 0 si2_m4Dr2_m625.00 125 0.0258065 625 0.00935385
si2_m4Dr2_m625.08 0 0 0 0 0 3 25 9 0 10 0 0 0 si2_m4Dr2_m625.08 125 0.0354839 625 0.00935897
si2_m4Dr2_m625.09 0 0 0 0 0 3 26 5 0 17 0 0 0 si2_m4Dr2_m625.09 125 0.0308387 625 0.00935385
si2_m4Dr2_m625.06 1 2 1 2 0 5 27 46 2 18 14 0 2 si2_m4Dr2_m625.06 125 0.0283871 625 0.00935385
si2_m4Dr2_m625.04 2 4 4 4 0 10 29 7 0 26 0 0 4 si2_m4Dr2_m625.04 125 0.028 625 0.00935897
si2_m4Dr2_m625.01 1 1 2 1 1 6 29 13 2 23 5 1 1 si2_m4Dr2_m625.01 125 0.0307097 625 0.00935897
si2_m4Dr2_m625.03 0 0 0 0 0 3 28 107 8 18 21 0 0 si2_m4Dr2_m625.03 125 0.0273548 625 0.00935897
si2_m4Dr2_m625.02 1 1 1 1 1 8 16 9 3 22 5 1 1 si2_m4Dr2_m625.02 125 0.0272258 625 0.00935897
si2_m4Dr2_m625.07 0 0 0 0 0 2 28 6 0 33 0 0 0 si2_m4Dr2_m625.07 125 0.0256774 625 0.00935897
si2_r005_m200.02 0 0 0 0 0 0 12 1 12 9 11 0 0 si2_r005_m200.02 40 0.123077 200 0.0975377
si2_r005_m200.01 2199 2223 2246 2250 1254 3118 2178 1961 3757 2957 10746 2323 1354 si2_r005_m200.01 40 0.10641 200 0.0975377
si2_r005_m200.03 14 14 14 14 11 22 37 38 72 51 139 11 14 si2_r005_m200.03 40 0.102564 200 0.0979397
si2_r005_m200.05 152 149 202 151 176 194 62 799 1952 1152 1537 249 276 si2_r005_m200.05 40 0.123077 200 0.098191
si2_r005_m200.08 67 100 69 104 44 90 87 231 762 580 1784 44 144 si2_r005_m200.08 40 0.10641 200 0.0973367
si2_r005_m200.04 44 35 35 36 40 50 154 132 50 39 68 40 35 si2_r005_m200.04 40 0.108974 200 0.0981407
si2_r005_m200.09 26 27 26 26 5 46 15 59 41 42 64 5 27 si2_r005_m200.09 40 0.101282 200 0.0971859
